StudyHours	AttendanceRate	AssignmentsCompleted	OnlineActivity	SleepHours	SocialActivity	MidtermScore	FinalScore	Cluster
35.0	77.7	58.0	3.9	6.2	2.3	64.6	92.9	0
18.8	95.5	98.1	2.0	9.2	3.2	61.8	78.4	3
27.2	97.1	100.0	1.9	7.2	1.7	49.6	88.9	3
28.3	75.8	49.7	5.4	6.8	4.0	55.6	87.3	2
34.5	88.1	87.2	6.8	6.5	0.5	73.2	100.0	0
18.5	100.0	89.3	10.6	8.2	0.6	49.6	60.8	1
33.7	89.2	75.1	6.0	7.7	1.0	61.9	100.0	0
20.6	99.2	72.6	1.9	4.9	4.3	61.2	72.6	3
14.3	95.0	90.0	5.5	6.2	2.1	40.4	69.6	1
30.8	75.9	70.8	9.1	6.5	1.1	59.4	83.4	2
35.3	83.1	76.7	4.3	7.0	2.2	56.7	98.2	0
45.7	85.3	92.2	8.8	7.8	2.8	70.1	98.4	0
15.4	86.0	100.0	6.4	5.7	0.9	51.2	85.4	3
30.6	94.2	88.1	7.6	6.9	2.7	70.0	96.2	0
21.7	89.1	82.0	10.6	9.0	2.3	57.0	86.7	3
31.3	55.6	72.3	1.4	7.0	1.7	52.6	75.2	2
14.9	63.1	96.6	5.8	5.4	3.8	50.3	53.3	1
18.8	86.8	77.7	3.6	6.4	1.8	37.5	50.1	1
25.6	87.4	97.3	5.7	5.7	0.0	63.6	100.0	0
19.9	87.8	75.1	10.2	6.5	3.0	53.6	69.3	3
30.3	75.4	70.3	6.0	7.7	3.1	58.8	87.9	2
33.2	91.7	86.3	1.0	7.0	3.9	72.6	100.0	0
29.8	92.2	78.9	4.1	6.4	3.1	59.6	90.1	0
38.0	72.4	61.9	8.4	4.9	2.7	71.0	100.0	0
28.3	70.3	100.0	5.9	8.0	1.8	66.4	94.8	2
15.3	85.0	70.6	6.0	6.6	1.8	49.7	71.9	1
35.9	100.0	93.9	6.0	7.1	3.5	70.3	100.0	0
20.2	100.0	92.6	4.1	5.9	2.3	60.3	91.3	3
32.3	90.6	61.1	2.6	6.5	0.3	66.3	92.0	0
25.0	77.7	65.0	1.9	6.3	2.0	71.5	100.0	0
28.7	93.9	75.5	2.9	5.4	2.4	52.7	89.8	3
13.0	80.5	67.0	3.7	5.9	0.0	42.0	65.1	1
17.7	77.3	100.0	4.1	7.0	3.6	40.4	70.3	1
35.6	63.6	77.0	3.9	7.4	2.5	73.9	100.0	0
23.6	86.0	93.3	8.6	6.2	0.5	43.1	71.2	3
25.6	78.7	87.7	3.7	5.6	2.1	65.9	98.0	0
31.1	86.0	84.0	9.6	6.6	2.3	64.7	100.0	0
30.6	62.0	80.6	4.8	7.9	3.9	50.7	76.3	2
27.2	86.7	98.6	7.1	5.9	3.9	48.9	98.4	3
22.5	95.9	100.0	3.8	6.2	3.1	54.6	89.0	3
31.9	90.2	60.7	5.2	8.4	1.5	65.4	94.1	0
29.4	82.2	91.7	4.7	6.4	1.1	42.9	90.4	2
22.9	90.6	58.9	6.9	7.8	1.4	54.4	80.2	2
33.7	75.2	75.3	5.7	8.2	2.4	55.0	92.1	2
24.0	85.7	81.4	4.1	8.8	2.5	65.4	66.6	2
18.2	92.9	72.7	6.3	5.4	4.0	55.7	75.2	3
25.0	54.1	77.3	6.8	5.3	2.1	43.5	59.3	1
17.2	80.5	59.2	10.6	8.4	0.0	60.6	62.2	1
22.8	84.8	65.2	6.2	8.2	0.7	51.6	87.1	2
34.9	83.0	87.5	6.0	6.3	1.0	62.8	95.0	0
18.6	99.6	80.4	7.1	3.1	1.0	55.9	67.8	3
26.5	73.8	69.6	3.6	7.1	0.0	62.8	91.2	2
19.7	78.8	99.9	1.7	5.2	4.9	51.7	83.3	3
22.9	65.8	61.7	5.2	6.0	0.0	62.7	79.0	2
12.9	100.0	74.6	8.7	7.2	1.6	46.7	60.3	1
23.2	82.5	72.4	6.0	7.4	3.5	47.5	63.2	1
23.5	80.6	89.2	1.3	8.9	3.4	66.6	75.8	2
25.0	84.5	80.7	7.7	6.6	0.3	57.3	83.8	3
26.8	91.4	78.4	0.5	5.8	4.3	63.2	100.0	0
15.4	88.5	52.3	7.1	8.1	4.1	55.6	72.9	1
33.7	100.0	93.0	7.0	7.5	2.2	80.9	98.5	0
26.7	89.5	76.7	1.7	6.6	2.5	56.2	83.0	2
25.0	80.3	81.7	8.5	7.0	1.1	61.0	96.0	2
24.9	79.4	68.8	10.4	6.5	2.9	49.7	84.7	3
20.9	81.1	66.4	5.8	7.8	2.8	49.2	76.5	2
26.7	70.0	100.0	6.4	9.0	1.8	49.9	78.5	2
28.8	85.4	53.4	9.7	6.1	3.5	65.8	92.6	0
11.0	92.8	64.2	3.2	7.5	3.0	54.1	72.0	1
20.7	78.9	100.0	3.2	5.2	7.3	55.1	74.7	3
23.0	76.9	89.6	3.9	5.7	1.1	47.9	78.0	2
27.0	100.0	75.1	6.1	7.7	4.5	55.4	88.2	3
34.5	70.7	98.7	6.1	6.9	1.2	56.3	84.5	2
18.8	64.3	86.7	4.6	5.7	3.3	51.4	67.5	1
21.0	73.5	83.5	5.2	7.0	0.0	39.9	73.8	1
20.9	69.6	83.4	6.0	8.1	1.7	48.1	66.8	1
22.2	81.4	87.6	4.1	9.1	2.9	57.7	87.7	2
25.0	82.8	100.0	6.0	7.7	0.0	53.4	93.2	2
16.6	96.5	77.1	1.0	7.7	1.9	66.6	78.8	3
28.4	78.1	77.5	5.4	7.0	4.7	65.9	90.4	0
11.4	92.8	61.4	1.1	9.1	4.0	46.8	69.1	1
20.5	100.0	79.2	7.9	8.2	3.9	58.5	86.4	3
22.4	80.4	100.0	4.6	6.6	6.0	57.4	91.8	3
38.4	92.4	94.8	5.7	7.9	0.0	60.5	94.9	0
22.8	82.6	71.8	5.1	6.1	1.9	63.8	86.4	2
25.0	94.2	80.5	5.4	6.7	2.5	44.0	60.0	1
9.0	69.3	60.6	9.2	8.8	1.4	36.4	44.9	1
25.3	68.5	65.5	2.6	7.5	2.7	58.3	70.8	2
29.9	81.1	82.2	1.9	7.8	4.5	51.2	93.4	2
25.0	76.1	72.6	6.3	8.4	2.7	62.3	76.5	2
26.3	79.8	64.3	4.8	7.7	0.0	59.3	89.0	2
34.3	82.8	87.3	6.9	6.0	3.5	58.3	95.9	0
20.7	92.2	78.8	7.8	9.0	2.5	61.5	77.4	3
32.2	80.9	56.5	3.2	7.6	0.0	66.5	100.0	0
11.9	76.8	48.9	6.0	7.7	1.6	43.1	53.5	1
17.8	81.5	71.4	3.4	7.1	0.0	54.6	71.4	2
10.5	77.3	56.2	6.2	8.3	2.1	34.5	49.2	1
24.6	68.9	96.9	6.3	6.5	0.2	42.9	84.3	2
25.9	85.7	78.5	5.9	8.3	2.9	58.3	88.6	2
25.5	79.3	76.0	3.2	7.0	0.9	61.2	100.0	2
17.6	94.7	77.2	2.6	4.6	4.5	54.9	81.9	3
23.5	70.5	62.9	7.9	5.3	2.8	64.8	87.2	2
13.0	79.6	86.2	6.0	7.5	2.1	40.8	71.9	1
25.0	100.0	78.0	8.5	8.2	4.4	70.0	100.0	0
22.6	75.6	68.6	4.6	7.7	2.9	37.3	74.8	1
21.1	82.6	70.9	9.3	7.9	3.0	49.4	69.1	1
37.7	72.8	61.6	3.6	10.0	2.4	61.9	86.8	2
15.1	71.5	73.9	9.7	7.6	2.0	58.8	79.7	2
16.0	100.0	76.4	6.4	6.7	3.1	51.8	70.6	3
16.2	86.7	73.5	7.0	6.8	4.8	57.0	76.7	3
24.5	86.3	80.8	3.5	9.0	0.0	49.5	95.7	2
28.5	68.0	78.8	6.0	5.5	5.3	54.0	67.2	2
30.9	88.6	83.5	7.9	8.5	1.0	55.2	97.6	0
45.6	96.6	94.1	5.2	7.0	2.8	66.2	100.0	0
7.0	96.5	88.9	0.7	6.0	0.0	37.8	61.2	1
29.9	91.7	94.3	3.2	5.3	4.7	56.6	92.0	3
20.5	73.7	67.3	3.2	8.8	0.4	66.8	81.4	2
20.3	88.1	72.4	7.1	6.0	4.2	53.0	82.9	3
20.0	91.7	89.8	4.8	7.1	2.1	43.6	68.0	1
17.7	67.1	90.1	4.9	5.8	2.3	44.4	70.7	1
38.5	73.8	69.8	4.6	9.4	0.6	72.5	94.3	0
31.7	93.9	89.2	9.7	7.1	4.3	57.6	100.0	0
25.2	93.8	65.8	6.1	5.4	2.3	69.1	92.0	0
35.8	69.5	87.2	6.5	6.5	3.6	70.0	98.6	0
12.9	93.0	79.6	4.5	8.7	0.0	47.2	85.1	1
14.4	86.0	59.2	5.9	5.8	1.2	43.7	62.5	1
7.6	92.8	73.5	3.6	6.6	2.9	37.5	60.2	1
19.4	78.7	100.0	6.9	8.4	0.1	52.8	64.7	1
26.3	91.5	83.0	3.1	7.4	3.0	61.6	82.3	3
25.8	93.4	100.0	7.9	5.5	1.5	68.4	82.0	3
26.2	81.5	58.3	4.2	7.3	1.3	59.5	93.1	2
13.7	85.2	91.3	8.4	6.8	3.3	45.4	72.4	1
31.4	78.5	42.0	10.8	7.1	2.8	70.7	92.1	0
26.9	100.0	80.0	6.0	8.1	0.8	66.3	91.8	0
30.9	83.8	89.5	9.3	7.3	4.2	55.6	97.8	0
27.5	77.8	68.0	2.4	6.8	0.0	62.2	81.6	2
15.5	86.3	95.6	6.3	8.3	2.0	51.9	81.6	3
21.8	92.5	72.0	7.3	6.1	3.1	47.7	78.8	3
29.3	71.6	77.5	7.5	4.4	2.3	59.0	92.0	2
25.7	100.0	73.5	6.4	6.7	0.0	54.2	90.6	3
18.2	88.1	63.0	6.4	7.5	2.6	52.3	93.2	3
25.1	89.7	100.0	6.0	6.5	3.6	47.5	80.7	3
12.7	84.0	80.7	6.3	6.4	2.4	40.5	48.6	1
34.2	85.2	96.3	2.9	6.6	2.6	79.2	100.0	0
23.4	83.5	95.7	5.4	7.0	4.0	51.8	82.4	3
33.9	95.2	65.5	2.4	5.4	0.1	73.1	100.0	0
20.8	84.9	98.2	4.8	7.8	3.6	52.4	84.7	3
20.8	92.7	87.6	4.5	3.8	3.0	45.5	73.3	3
18.9	80.7	64.4	4.4	7.6	0.1	43.2	84.7	2
32.0	87.0	86.7	3.4	7.4	3.5	56.1	100.0	0
19.3	77.0	64.7	6.7	7.6	5.2	67.1	80.7	2
30.2	97.2	100.0	5.2	4.7	3.0	60.5	90.1	3
21.9	76.7	92.2	4.9	7.4	3.3	54.3	93.3	2
9.2	81.8	78.9	2.5	6.3	0.9	49.3	69.9	1
20.4	81.9	99.0	5.3	8.9	1.6	56.4	75.2	2
15.6	81.5	56.3	8.9	7.4	1.0	55.4	84.6	2
25.3	92.2	68.8	8.9	5.6	3.1	53.8	87.8	3
15.5	81.8	76.2	6.9	5.0	1.7	40.0	79.1	1
32.4	98.9	100.0	6.0	6.3	1.6	57.1	90.9	3
24.3	76.8	63.9	7.4	8.0	3.6	43.2	74.4	1
23.6	86.7	54.4	6.0	8.4	5.0	51.8	92.2	2
30.2	77.2	58.3	5.3	7.2	2.4	31.3	72.9	1
32.7	89.2	93.6	4.1	7.1	0.1	68.3	98.0	0
24.8	84.8	71.1	8.3	6.6	2.6	60.6	64.4	3
18.8	83.4	77.6	8.0	7.0	2.8	44.3	75.9	1
10.8	96.9	91.4	5.9	8.5	3.7	37.3	74.0	1
20.1	90.9	83.1	7.0	7.8	3.8	60.9	86.1	3
25.9	77.3	88.0	6.9	6.4	3.6	54.1	77.9	3
22.2	86.1	73.5	6.6	8.2	2.1	49.5	67.4	1
30.5	73.0	77.5	2.8	7.7	3.7	59.1	85.4	2
20.1	78.4	83.6	3.8	8.2	3.9	41.0	66.3	1
34.5	100.0	68.1	5.9	3.9	3.9	56.8	97.0	3
27.7	86.0	34.7	7.5	7.9	2.3	40.8	92.6	2
24.5	100.0	90.2	4.3	7.6	2.1	52.3	82.8	3
20.2	87.2	93.9	6.2	7.5	2.3	45.6	74.9	1
19.9	81.1	83.0	6.2	7.3	4.4	65.7	83.1	3
18.2	100.0	84.0	6.3	7.3	4.4	66.2	84.8	3
20.7	89.4	71.5	6.0	7.4	3.2	45.5	72.5	1
31.0	78.6	87.5	2.5	8.1	2.9	59.3	91.0	2
23.2	89.7	92.8	0.3	8.0	2.3	51.0	86.3	2
39.1	65.1	100.0	4.7	6.8	1.5	50.5	75.4	2
27.6	94.4	56.5	3.1	7.0	1.8	63.3	97.5	0
13.7	95.9	82.4	6.0	6.5	3.0	59.3	71.3	3
25.9	89.2	93.2	7.8	5.5	4.1	58.0	94.7	3
38.6	82.5	56.3	7.2	7.9	0.3	74.3	100.0	0
16.1	93.3	60.0	8.5	7.9	1.4	42.8	67.8	1
32.8	93.5	70.5	3.7	6.4	1.9	68.4	89.8	0
36.2	100.0	84.0	4.9	7.4	1.0	55.5	100.0	0
20.0	84.6	71.1	7.5	8.5	4.1	40.7	81.7	1
16.7	77.8	77.3	5.0	8.6	1.1	42.0	79.2	1
23.4	90.4	76.4	10.7	8.3	1.5	57.4	88.2	3
24.7	69.5	100.0	6.2	6.1	3.8	45.1	76.0	1
30.3	92.8	90.3	10.4	5.7	4.7	63.7	88.6	3
33.7	90.9	75.1	1.4	7.2	3.3	51.5	100.0	0
19.0	90.9	100.0	4.4	5.5	0.5	62.6	79.4	3
9.3	86.4	87.4	7.0	3.5	1.6	51.0	62.3	1
24.8	100.0	65.5	6.2	6.4	4.9	54.1	70.4	3
27.3	93.7	83.8	0.9	9.6	2.5	45.6	79.7	2
27.0	78.9	88.0	5.4	6.5	0.3	55.6	77.6	2
22.4	79.1	69.7	12.2	7.5	5.8	51.0	60.4	1
26.0	76.2	64.2	6.6	7.8	1.6	51.8	94.2	2
37.1	90.5	81.3	7.5	7.0	2.4	74.3	100.0	0
28.1	75.0	74.6	4.4	6.6	1.5	66.4	78.1	2
25.0	95.8	100.0	6.6	8.5	1.1	59.1	78.6	3
21.0	98.2	91.1	6.0	7.0	4.4	66.7	83.3	3
23.6	76.2	70.4	8.8	6.9	2.8	33.1	66.5	1
38.1	83.1	86.4	6.0	8.0	3.0	63.8	100.0	0
23.5	85.2	99.0	7.0	5.8	0.6	52.8	80.2	3
25.0	93.8	59.1	6.2	5.5	2.1	64.0	91.3	3
21.1	100.0	64.7	1.8	5.1	1.6	53.5	82.1	3
33.8	68.1	79.8	1.7	7.7	1.3	64.7	100.0	2
40.7	81.8	80.5	6.2	6.8	3.2	64.2	100.0	0
28.6	82.3	79.2	8.2	8.0	2.0	53.7	86.0	2
25.7	71.0	75.3	9.3	7.1	3.5	60.9	75.3	2
25.3	80.1	75.1	3.8	5.4	3.6	56.0	82.3	2
5.9	89.3	85.8	2.2	6.6	1.8	45.1	35.9	1
31.0	82.2	97.0	8.3	8.1	3.2	51.3	90.8	3
26.1	69.6	72.8	4.0	6.7	1.8	60.1	72.2	2
28.4	100.0	100.0	2.1	8.4	1.3	53.2	90.4	3
19.3	87.7	100.0	4.8	6.5	0.9	65.5	87.2	3
21.9	86.1	99.9	4.7	7.9	2.6	52.4	75.6	3
21.7	74.0	89.3	9.3	4.9	1.4	49.3	71.9	1
33.2	87.6	100.0	8.2	6.7	4.6	69.7	100.0	0
22.0	83.4	75.6	4.2	6.5	4.9	53.6	74.7	1
25.0	66.1	67.5	9.5	5.3	3.2	71.5	100.0	0
25.0	74.3	72.1	6.3	8.3	2.9	55.2	91.0	2
14.8	92.9	65.0	8.7	6.2	2.5	55.4	80.1	3
24.0	100.0	81.8	9.3	6.1	6.1	57.4	82.5	3
19.8	88.7	84.5	5.3	8.6	5.4	59.6	85.2	3
37.8	83.4	79.8	5.0	7.9	2.2	54.0	96.8	0
30.6	84.1	82.0	6.0	5.0	3.0	63.3	72.3	3
29.3	95.9	100.0	6.2	6.0	0.7	75.1	100.0	0
26.3	100.0	89.3	8.4	9.5	0.0	64.4	100.0	0
13.9	98.0	93.8	9.8	8.0	0.5	68.4	83.8	3
21.1	74.3	82.9	7.4	5.7	2.0	45.0	60.3	1
31.7	84.3	55.8	5.8	7.3	1.1	63.4	93.5	0
16.6	87.8	52.8	5.8	5.8	4.7	54.3	75.5	1
4.7	82.4	100.0	0.0	8.7	0.3	37.0	54.8	1
23.2	88.9	72.0	4.2	4.3	0.5	46.5	100.0	3
23.9	93.2	70.7	8.3	7.3	0.0	73.2	91.5	0
26.1	95.0	83.7	8.4	7.3	1.5	67.2	89.0	0
30.8	100.0	88.3	4.2	5.7	1.9	67.3	100.0	0
30.1	81.7	90.2	6.4	6.7	2.4	60.2	89.8	0
27.1	71.4	100.0	5.5	7.5	2.4	57.1	77.3	2
12.8	100.0	67.8	11.5	5.5	0.9	60.5	83.9	3
29.0	80.2	94.5	7.8	6.8	3.1	53.5	79.6	3
30.0	91.9	74.2	4.3	6.0	1.2	62.1	87.0	0
15.1	92.0	77.9	5.8	6.4	3.7	47.3	65.5	1
13.0	86.9	63.6	9.5	7.0	0.3	39.8	54.5	1
19.0	85.1	54.6	6.0	5.9	1.4	47.4	80.3	2
25.0	73.9	93.9	9.2	7.9	0.5	51.3	80.3	2
25.0	96.0	84.6	4.5	6.2	4.9	63.1	89.4	3
33.9	84.0	100.0	7.3	7.7	4.1	83.0	100.0	0
25.1	79.8	57.7	7.0	5.2	2.4	61.6	93.3	2
23.6	76.1	69.1	6.9	7.1	0.0	49.5	79.9	2
24.1	91.6	82.7	5.8	7.0	2.6	65.1	81.8	3
35.3	98.6	84.7	6.1	3.9	3.1	63.9	90.3	3
19.0	95.6	96.6	3.7	6.4	2.9	48.4	64.0	1
26.7	70.2	81.5	6.4	6.7	1.3	66.2	82.0	2
23.7	81.5	84.6	7.4	6.4	1.8	50.5	80.8	3
45.0	100.0	85.0	5.5	7.2	0.0	76.1	100.0	0
25.0	96.2	58.0	8.1	8.2	3.8	55.3	95.7	3
22.2	69.6	77.7	2.8	7.6	1.2	45.0	58.5	1
15.1	84.4	83.7	1.6	6.1	2.1	38.3	67.8	1
32.6	88.6	86.9	5.9	5.2	2.9	52.2	89.6	3
38.5	77.4	66.1	11.1	7.6	1.7	75.1	100.0	0
38.4	61.9	61.0	9.0	5.6	0.9	59.6	91.8	2
34.8	86.0	76.5	6.0	6.4	2.9	59.3	89.8	0
23.4	77.1	100.0	7.3	7.2	0.0	56.5	72.6	2
22.1	77.2	67.7	4.4	8.4	3.7	62.9	97.9	2
11.6	81.5	97.6	7.1	8.5	3.5	37.2	58.7	1
41.3	83.7	100.0	7.3	7.1	1.7	54.4	100.0	0
28.8	84.9	80.7	8.3	6.4	1.8	70.4	82.0	0
21.1	76.2	69.8	2.1	5.6	1.0	56.1	61.2	2
35.6	82.8	87.7	2.8	9.4	1.9	56.1	90.5	2
25.0	67.4	82.9	5.8	6.7	2.2	44.7	73.4	2
28.3	88.1	67.1	6.0	7.8	2.0	51.9	87.9	2
23.6	56.4	70.1	3.2	7.2	4.7	56.0	69.6	2
24.5	94.2	94.0	3.7	6.4	1.1	62.5	85.5	3
13.4	74.4	75.2	11.6	5.3	3.6	47.5	76.0	1
25.6	92.2	79.0	4.7	8.3	5.6	60.9	99.8	0
25.0	96.6	90.0	5.3	6.9	1.2	59.0	94.3	3
24.8	51.9	77.4	6.7	8.7	4.0	48.0	64.6	2
31.2	83.5	75.5	2.2	6.5	0.8	61.0	92.9	2
16.6	56.2	68.7	7.3	6.6	1.9	43.8	65.5	1
24.8	83.8	68.4	6.9	5.6	2.5	56.2	81.9	3
20.0	84.9	100.0	5.1	6.6	1.5	40.6	81.7	3
31.0	60.2	77.1	6.7	5.5	1.9	63.9	89.2	2
25.0	100.0	100.0	7.1	7.5	0.5	50.9	96.7	3
30.5	87.9	100.0	9.6	7.1	3.5	45.3	78.0	3
33.7	76.5	77.2	12.3	8.8	1.2	56.4	87.5	2
30.5	99.7	85.5	3.3	5.3	1.5	61.2	100.0	0
27.2	67.0	81.5	2.8	8.5	1.3	70.6	88.3	2
17.0	72.7	55.8	6.3	5.8	1.4	45.0	66.6	1
25.0	62.0	56.7	0.8	7.4	2.7	54.6	73.0	2
20.7	100.0	80.7	7.6	5.6	2.6	58.0	85.9	3
22.2	88.3	73.6	6.3	7.2	6.3	43.6	87.9	3
22.0	91.6	100.0	6.9	4.0	2.1	54.5	66.8	3
9.3	90.7	100.0	6.6	7.1	4.5	46.2	63.8	1
19.7	85.8	72.9	7.2	9.1	2.8	55.8	70.1	1
26.5	87.7	100.0	6.5	4.4	2.4	64.4	89.3	3
14.2	86.1	87.6	2.6	7.0	2.3	42.1	54.5	1
40.2	84.5	72.3	10.6	4.7	4.0	62.4	100.0	0
25.0	87.7	88.7	6.6	5.7	4.5	56.2	93.9	3
38.1	86.1	100.0	6.3	6.4	4.0	79.7	100.0	0
28.1	70.2	77.8	9.9	7.6	3.2	43.0	71.7	1
34.3	71.6	74.9	4.1	7.1	2.8	57.6	80.8	2
19.2	95.8	76.3	8.2	5.4	5.6	55.4	88.3	3
19.8	81.9	100.0	4.7	4.8	1.8	47.7	39.2	1
3.1	90.8	92.8	8.7	7.5	3.5	42.1	51.5	1
34.5	74.1	100.0	8.0	6.8	4.3	51.9	87.0	2
37.3	70.3	84.7	5.0	8.9	4.1	49.7	83.3	2
20.6	76.6	80.6	5.3	6.6	1.4	45.4	72.6	1
23.0	82.8	86.4	8.4	8.4	6.7	55.8	75.2	1
19.0	78.3	96.1	1.4	7.7	5.0	49.7	58.8	1
28.1	97.9	76.3	6.0	8.0	4.1	65.5	100.0	0
34.0	86.8	100.0	7.6	7.5	1.0	52.8	99.5	0
11.1	100.0	85.5	5.2	7.5	4.0	44.0	60.7	1
28.3	89.0	43.9	6.3	4.2	0.0	59.0	87.1	3
22.8	60.9	93.3	0.9	6.7	2.2	44.0	85.1	2
25.9	95.6	60.9	3.9	6.2	2.7	59.8	93.9	3
28.7	69.9	92.9	7.7	8.5	1.8	54.9	83.9	2
23.5	87.3	93.5	6.0	5.8	4.9	59.4	97.3	3
24.2	77.3	84.9	2.7	6.7	2.7	56.9	68.7	2
23.3	100.0	88.2	8.7	8.0	1.1	43.6	66.5	3
32.8	99.4	96.5	7.3	7.4	3.6	75.5	100.0	0
28.4	77.6	72.6	3.3	7.2	3.1	41.6	86.9	2
26.8	83.7	91.9	6.3	8.3	0.0	46.0	69.3	2
14.8	87.4	97.4	3.4	7.3	4.5	48.7	60.3	1
22.0	93.6	100.0	5.6	6.3	2.7	57.7	90.9	3
32.2	85.3	63.4	6.4	5.4	4.0	59.8	84.5	3
30.3	77.8	65.6	7.9	6.1	2.0	58.8	91.2	2
39.1	85.0	64.9	8.2	6.7	3.1	71.0	100.0	0
33.3	97.3	85.4	6.7	8.3	2.3	56.0	95.1	0
25.7	89.3	81.2	7.0	6.7	2.9	49.3	87.9	3
20.9	77.3	97.2	2.4	6.5	3.4	45.8	63.6	1
4.6	91.5	74.8	9.4	6.7	2.7	52.1	67.2	1
23.7	81.1	78.0	5.8	6.7	3.2	57.7	75.2	2
22.4	93.9	83.2	3.7	5.8	1.9	60.2	75.2	3
28.1	100.0	67.1	6.4	9.0	1.6	73.0	100.0	0
23.8	81.4	69.2	7.9	6.3	3.7	60.9	98.5	3
22.4	93.0	96.7	7.3	7.9	4.7	57.0	85.1	3
10.8	77.5	71.8	3.3	5.8	1.7	56.4	79.5	2
17.5	83.9	97.7	7.9	7.7	3.0	43.4	68.3	1
28.8	85.3	89.1	5.8	7.2	0.4	57.4	89.0	2
38.7	83.1	56.8	7.3	7.0	5.2	75.2	100.0	0
24.2	100.0	88.0	4.0	7.2	4.2	41.7	74.8	3
27.6	81.9	87.8	8.6	7.5	1.6	52.0	66.5	1
32.6	90.9	86.3	6.5	6.7	2.0	69.0	97.7	0
27.9	89.3	65.9	2.2	7.7	2.8	63.2	94.2	0
19.1	96.4	100.0	2.5	5.6	3.4	39.4	81.2	3
31.9	79.7	78.5	6.0	5.4	1.0	54.6	93.7	2
26.2	59.9	66.7	9.7	7.2	3.4	58.5	72.4	2
27.4	84.6	86.9	6.0	4.6	2.3	51.5	87.4	3
18.7	85.2	68.9	3.8	5.0	2.9	58.0	75.8	3
30.7	92.2	65.8	6.1	9.2	1.9	64.0	87.9	0
41.7	100.0	74.4	6.4	8.9	2.2	62.5	100.0	0
22.3	76.4	66.3	8.2	8.2	1.6	58.8	75.2	2
26.9	73.3	92.1	3.2	8.2	5.9	58.9	100.0	2
31.3	87.0	78.3	6.2	7.6	0.9	65.5	100.0	0
20.5	89.8	98.8	1.0	6.9	3.2	40.9	76.9	1
35.9	92.8	54.1	5.2	8.0	3.6	87.0	100.0	0
31.1	89.7	82.2	3.0	7.8	0.0	72.5	90.8	0
11.1	85.4	100.0	6.8	5.1	0.0	47.0	66.0	1
20.1	76.0	88.0	6.0	9.4	1.7	48.5	72.3	1
37.5	80.2	100.0	9.2	9.9	3.9	62.3	92.3	0
36.6	60.7	85.0	3.8	4.7	2.1	67.4	100.0	0
32.5	87.4	83.5	11.6	7.6	2.0	70.5	100.0	0
23.6	85.3	47.7	8.1	9.5	2.5	50.6	72.0	2
25.7	86.9	86.4	9.2	8.2	1.2	57.1	99.4	0
25.0	90.0	82.5	3.4	8.2	3.2	65.9	79.6	2
34.0	88.9	73.9	10.5	5.3	2.8	63.1	100.0	0
18.0	83.9	77.9	3.0	7.9	3.3	51.9	73.1	1
25.0	71.0	77.3	9.3	7.9	2.2	69.6	100.0	0
24.6	79.2	100.0	7.3	5.8	2.7	61.4	83.3	3
36.0	85.5	74.4	2.9	5.7	1.0	56.8	100.0	0
19.6	77.6	82.5	8.8	6.8	0.6	43.4	61.7	1
24.6	93.6	73.9	6.8	6.5	2.5	51.9	85.4	3
17.6	78.4	91.8	5.0	6.8	2.7	46.1	74.3	1
25.1	87.2	82.7	2.1	6.4	3.5	58.5	95.6	3
13.2	86.2	75.8	7.1	6.8	3.4	47.1	73.9	1
21.1	92.5	51.1	5.6	6.2	2.9	53.5	81.8	3
13.5	94.0	83.6	6.4	6.9	5.0	47.3	74.3	1
30.6	91.9	75.4	2.0	5.3	2.0	55.1	86.8	3
30.7	63.9	79.1	5.0	7.6	2.2	54.2	88.8	2
25.0	96.9	62.3	7.2	7.3	2.9	66.2	80.8	3
35.7	100.0	100.0	10.7	5.5	0.7	72.0	100.0	0
19.9	76.1	97.2	8.0	8.4	2.6	43.9	91.0	2
47.6	65.5	88.9	6.6	7.4	3.3	70.2	100.0	0
14.4	77.6	62.9	3.5	8.2	3.1	57.7	73.1	2
25.2	79.6	100.0	3.6	7.2	3.1	57.5	85.9	2
26.4	81.5	66.1	7.5	7.7	1.9	58.7	85.2	2
35.8	75.4	76.0	4.7	8.2	4.9	71.5	100.0	0
25.0	77.7	90.6	4.5	9.3	0.3	50.3	90.2	2
21.0	84.9	91.3	6.0	8.3	1.5	64.0	89.8	2
17.4	77.3	88.6	5.6	7.5	1.7	46.8	69.8	1
22.3	90.4	74.0	8.3	5.4	1.4	64.0	78.0	3
16.9	91.8	70.9	4.7	4.1	0.0	64.0	80.1	3
25.0	100.0	100.0	8.0	6.8	5.0	52.2	80.6	3
20.5	96.3	79.4	7.1	6.1	3.5	54.8	72.6	3
13.0	87.4	77.6	1.8	6.2	1.6	53.8	76.5	1
35.0	78.8	69.3	6.7	6.9	3.5	61.0	98.3	0
21.0	87.9	83.7	0.0	7.8	2.3	52.0	72.3	2
14.9	88.3	83.0	3.8	6.3	2.1	46.4	68.2	1
23.7	79.9	79.8	7.2	8.1	1.1	40.8	78.4	1
25.5	92.8	85.7	6.0	7.0	2.5	66.0	93.7	0
11.0	71.0	100.0	1.6	7.0	1.6	36.4	61.0	1
27.7	82.6	71.1	3.2	9.2	1.0	41.0	75.2	2
16.6	90.6	80.6	0.0	7.2	3.9	58.9	80.7	3
38.7	82.1	70.3	2.6	6.9	1.3	70.0	100.0	0
