DeviceID,DeviceType,ActiveHours,PowerUsage,Temperature,SignalStrength,FirmwareAge,Power6Months,PowerPerHour
399,Camera,16.35,69.88,37.13,-41.7,19,301564.07,4.2744
400,Plug,8.7,29.9,29.09,-52.96,9,131043.53,3.436
401,Camera,14.45,56.18,38.29,-53.95,58,241775.58,3.8865
402,Camera,6.82,47.67,45.69,-59.84,8,205269.35,6.9941
403,Sensor,12.79,26.98,27.75,-77.24,42,117889.05,2.1089
404,Speaker,9.81,24.01,42.69,-51.81,47,102819.63,2.4466
405,Camera,11.83,36.84,40.46,-51.33,40,159948.88,3.1135
406,Light,16.47,93.2,46.05,-58.9,42,402480.44,5.6593
407,Light,17.62,35.86,41.05,-71.7,14,156753.55,2.0355
408,Plug,11.12,61.58,22.14,-64.73,30,264992.5,5.5398
409,Light,7.4,77.8,40.84,-67.29,44,335317.24,10.5154
410,Camera,4.92,88.7,25.84,-64.55,31,382350.48,18.0359
411,Camera,17.74,53.32,43.54,-52.08,53,229117.24,3.0053
412,Sensor,13.46,31.02,41.78,-52.65,54,132952.47,2.3038
413,Light,15.31,44.11,33.62,-42.96,5,190417.08,2.8803
414,Speaker,12.47,76.71,34.32,-55.23,52,331123.03,6.1537
415,Speaker,10.64,42.25,35.34,-55.08,5,180468.77,3.9709
416,Light,13.09,76.81,46.65,-65.69,43,331827.11,5.8683
417,Camera,11.77,36.72,34.89,-52.16,22,157752.25,3.1203
418,Camera,8.52,54.24,35.61,-49.51,8,234880.91,6.3638
419,Light,8.97,85.41,35.28,-61.56,56,368696.96,9.5217
420,Camera,19.4,43.92,43.98,-81.64,16,189361.17,2.2644
421,Light,11.39,44.48,36.99,-54.9,48,192526.2,3.9069
422,Speaker,11.14,53.59,47.59,-90.0,59,228728.11,4.8104
423,Plug,,80.18,47.26,-63.25,34,344703.03,4.7718
424,Light,6.27,51.6,26.21,-49.73,18,223829.45,8.2313
425,Sensor,12.06,51.82,29.25,-74.66,29,224494.01,4.2986
426,Speaker,6.49,84.52,46.76,-53.93,59,366911.91,13.0251
427,Light,20.1,73.47,39.72,-40.51,31,318002.17,3.6551
428,Sensor,10.1,103.78,56.99,-52.64,10,447737.96,10.2782
429,Plug,6.18,45.7,43.75,-37.12,7,198297.08,7.3981
430,Plug,4.28,56.96,49.05,-88.69,50,247291.56,13.3012
431,Plug,12.04,46.97,40.35,-46.27,47,201044.99,3.9016
432,Camera,11.75,38.67,37.73,-64.32,7,167020.83,3.2908
433,Speaker,9.26,57.65,46.01,-56.76,59,251106.68,6.225
434,Light,8.06,,36.65,-62.83,6,349089.2,10.0458
435,Plug,19.47,76.55,42.03,-39.88,20,330624.19,3.9314
436,Sensor,13.21,37.21,48.88,-51.65,6,161092.92,2.8174
437,Plug,19.08,54.63,40.46,-63.69,31,236203.72,2.8637
438,Camera,4.18,5.0,37.12,-76.52,25,21234.04,1.1956
439,Plug,12.04,60.75,29.57,-70.63,41,261497.47,5.0474
440,Sensor,15.52,34.32,42.73,-25.98,25,147712.56,2.2106
441,Light,16.82,65.47,46.76,-64.27,40,281733.74,3.8918
442,Camera,9.86,66.08,42.01,-46.54,6,286308.0,6.7024
443,Camera,17.11,41.34,31.62,-63.92,25,179911.26,2.4165
444,Speaker,9.83,40.86,27.64,-63.57,29,178193.11,4.1558
445,Camera,15.7,31.44,42.65,-62.63,41,133038.86,2.0023
446,Light,12.25,50.65,51.55,-66.78,51,219033.85,4.1351
447,Plug,11.03,46.87,53.4,-55.98,39,201243.36,4.2508
448,Light,7.57,54.77,27.45,-42.96,44,235295.38,7.2358
449,Camera,11.75,67.62,46.18,-34.65,54,292039.64,5.7548
450,Sensor,14.94,93.18,35.05,-66.72,19,401589.83,6.2361
451,Camera,15.56,88.32,39.29,-47.93,48,382271.72,5.6743
452,Camera,11.71,25.86,30.71,-50.24,23,110265.45,2.2084
453,Speaker,9.38,42.21,43.57,-59.28,59,180377.34,4.501
454,Sensor,14.84,27.82,44.09,-52.02,44,118939.8,1.8741
455,Light,24.0,49.54,24.62,-51.94,59,213139.33,2.0641
456,Sensor,17.93,58.23,24.52,-75.79,20,251433.67,3.2484
457,Light,8.49,43.21,30.7,-54.52,43,184244.52,5.0918
458,Plug,9.34,22.63,47.92,-47.88,33,98429.64,2.4222
459,Light,11.99,45.29,22.91,-49.18,53,193979.18,3.7785
460,Camera,14.73,46.81,47.12,-51.6,51,201239.15,3.1784
461,Speaker,10.36,72.55,39.51,-54.57,28,313488.85,7.0042
462,Camera,17.27,81.86,32.3,-70.24,14,352236.61,4.7407
463,Plug,10.16,73.61,41.77,-59.46,55,318512.26,7.2486
464,Light,17.49,41.29,48.21,-59.24,23,178962.6,2.361
465,Camera,8.7,61.64,48.65,-62.64,32,264385.75,7.0845
466,Light,15.11,59.92,39.76,-62.01,24,260664.65,3.9659
467,Light,9.21,64.34,28.36,-44.0,17,279595.09,6.9846
468,Light,5.18,34.49,46.65,-56.24,3,147383.3,6.6551
469,Light,13.39,60.67,25.68,-49.3,3,260241.9,4.5325
470,Camera,9.62,67.2,50.82,-65.97,37,290530.48,6.9876
471,Light,8.84,54.86,20.44,-39.21,46,238311.71,6.2052
472,Light,4.79,42.78,38.74,-53.11,22,185005.27,8.9382
473,Speaker,13.49,58.39,47.81,-59.53,26,253678.57,4.3281
474,Camera,15.0,56.26,39.82,-49.33,30,242263.37,3.7501
475,Speaker,11.35,51.24,55.47,-60.6,3,222032.48,4.5158
476,Light,9.48,47.9,42.47,-50.4,11,209633.51,5.0514
477,Plug,10.59,82.2,22.75,-78.9,49,355021.54,7.7626
478,Plug,15.78,25.78,60.29,-81.73,43,108544.01,1.6342
479,Camera,8.01,77.96,45.61,-47.57,1,337731.59,9.7278
480,Plug,13.58,76.52,44.06,-85.42,24,329643.87,5.6357
481,Plug,10.77,50.11,37.15,-41.8,52,217958.61,4.6541
482,Speaker,16.28,55.42,53.63,-62.98,57,238954.49,3.4038
483,Light,15.93,45.17,34.15,-45.42,60,196611.52,2.8354
484,Sensor,11.16,66.53,42.42,-43.69,20,287724.74,5.9602
485,Light,8.93,88.72,48.43,-44.46,46,381299.93,9.9322
486,Speaker,11.91,58.63,31.76,-52.79,43,253586.41,4.9244
487,Camera,10.88,67.25,32.6,-77.47,31,289002.68,6.1806
488,Speaker,7.41,62.01,30.86,-73.75,15,267853.62,8.3662
489,Sensor,8.59,41.03,29.65,-71.01,25,178541.1,4.774
490,Light,12.48,28.11,38.12,-54.1,11,121165.11,2.2534
491,Light,13.14,62.99,50.28,-63.94,25,271400.49,4.7957
492,Plug,15.07,20.67,31.66,-51.89,5,88792.47,1.371
493,Camera,14.92,24.83,41.29,-50.66,9,108909.32,1.6639
494,Camera,10.8,56.95,40.52,-47.38,51,248220.5,5.2726
495,Light,8.87,25.72,37.8,-59.9,8,109501.06,2.8996
496,Sensor,9.49,58.46,40.74,-41.85,34,255327.6,6.1583
497,Light,20.45,122.93,25.42,-68.65,35,533185.26,6.0119
498,Speaker,13.71,24.35,36.12,-68.32,30,106570.53,1.7757
499,Light,14.07,55.62,31.46,-46.91,11,239375.42,3.9532
500,Plug,15.56,48.95,33.5,-79.15,59,208835.44,3.1462
501,Speaker,8.51,70.95,31.18,-61.3,7,305784.63,8.3354
502,Light,7.99,82.98,24.05,-51.92,60,359007.31,10.3892
503,Plug,16.42,28.09,41.33,-67.55,58,124253.54,1.711
504,Camera,13.95,50.13,56.5,-81.76,32,217487.63,3.5936
505,Plug,15.41,53.18,40.7,-63.18,41,229340.47,3.4505
506,Light,8.18,,55.19,-74.1,20,280257.86,7.9201
507,Camera,12.25,104.22,34.16,-65.93,57,450243.7,8.5111
508,Speaker,3.39,44.98,36.99,-40.91,47,193479.0,13.25
509,Speaker,11.54,23.1,40.55,-45.11,59,99501.05,2.001
510,Camera,19.7,82.57,20.22,-59.38,5,357456.89,4.1905
511,Plug,14.66,67.95,41.9,-42.39,29,294483.66,4.6353
512,Sensor,14.68,77.9,33.9,-37.43,12,337035.47,5.3073
513,Light,12.66,40.96,40.96,-46.18,5,178226.37,3.2366
514,Light,11.94,47.09,28.58,-60.79,6,201492.72,3.9435
515,Plug,6.92,87.58,51.52,-71.39,59,377858.41,12.6573
516,Sensor,11.64,73.89,36.66,-67.07,35,323184.84,6.3483
517,Light,12.57,29.15,38.5,-48.18,59,126646.37,2.318
518,Sensor,13.84,5.95,26.78,-67.37,5,21379.07,0.4298
519,Speaker,15.74,72.88,29.92,-51.09,49,318096.33,4.6294
520,Camera,8.09,60.88,31.03,-46.86,47,262205.93,7.5226
521,Light,13.35,49.16,41.94,-64.71,18,213127.93,3.6829
522,Plug,9.02,,45.5,-53.55,60,304062.95,7.7331
523,Camera,11.85,50.31,29.27,-55.89,22,218454.11,4.2465
524,Light,13.28,57.27,34.61,-64.83,54,247962.52,4.3124
525,Light,24.0,93.64,31.53,-37.42,16,402798.45,3.9016
526,Speaker,20.65,66.17,34.3,-54.25,33,285016.93,3.2043
527,Plug,11.03,47.66,25.36,-53.48,40,205334.91,4.3209
528,Light,14.0,49.23,29.96,-60.58,14,212266.77,3.5154
529,Plug,16.81,19.69,43.97,-54.45,32,83762.81,1.1711
530,Speaker,14.08,5.0,35.23,-65.81,24,23248.62,0.3551
531,Camera,11.03,61.88,54.92,-69.9,16,267391.69,5.6102
532,Sensor,12.94,78.16,41.62,-46.79,27,339351.87,6.0393
533,Plug,10.31,51.39,32.4,-70.13,33,222482.3,4.9822
534,Sensor,12.11,55.3,38.43,-58.25,6,238599.86,4.565
535,Camera,12.09,23.75,37.67,-44.42,56,103506.94,1.964
536,Sensor,9.57,28.76,35.58,-59.29,49,125067.79,3.0057
537,Plug,6.66,79.76,50.79,-53.3,51,346841.17,11.9785
538,Sensor,10.37,49.42,17.21,-72.09,2,214413.96,4.7635
539,Light,5.46,30.15,44.29,-83.37,24,130050.86,5.5235
540,Plug,11.25,63.0,51.3,-70.82,33,272909.39,5.5979
541,Plug,13.97,62.48,51.15,-44.46,57,270779.54,4.4725
542,Plug,21.78,90.84,33.62,-61.58,46,394924.65,4.1705
543,Plug,8.5,97.39,41.88,-60.87,51,419859.64,11.4647
544,Plug,14.52,10.05,49.27,-51.0,31,43519.17,0.6919
545,Light,6.28,28.65,30.89,-35.98,42,121908.42,4.5596
546,Sensor,16.08,66.92,47.46,-51.29,30,290100.93,4.1611
547,Sensor,8.73,23.21,37.74,-43.01,24,99037.81,2.6579
548,Sensor,12.93,38.29,37.97,-72.82,53,164100.26,2.9612
549,Camera,8.21,14.68,51.82,-64.13,28,62797.25,1.7874
550,Sensor,9.29,95.03,36.38,-68.28,44,410145.43,10.2332
551,Camera,8.95,73.33,43.35,-45.31,41,317149.45,8.1923
552,Speaker,5.21,48.11,44.18,-51.98,43,207729.17,9.236
553,Sensor,8.92,73.69,28.99,-56.43,8,320599.77,8.2644
554,Sensor,7.39,53.01,45.29,-64.14,10,229570.21,7.1692
555,Speaker,9.38,50.13,43.14,-43.66,5,218561.55,5.345
556,Sensor,8.22,27.19,33.81,-78.88,35,117143.28,3.3067
557,Camera,13.53,34.92,39.25,-59.99,12,152499.14,2.5815
558,Speaker,13.25,58.54,43.08,-70.88,39,255382.41,4.4186
559,Camera,9.62,67.62,30.74,-70.7,13,292198.42,7.0315
560,Plug,17.55,68.11,40.6,-53.54,37,297495.24,3.8801
561,Speaker,7.66,56.5,40.06,-41.9,34,242786.61,7.3799
562,Plug,5.56,10.47,25.44,-72.74,52,46022.62,1.8834
563,Plug,8.3,66.4,47.01,-50.05,37,286311.7,7.9993
564,Camera,11.82,48.55,32.84,-67.12,11,206155.83,4.1079
565,Speaker,17.02,72.62,31.71,-58.25,55,311898.9,4.2661
566,Camera,11.89,25.94,44.26,-65.12,29,110582.98,2.1821
567,Camera,12.22,57.81,27.31,-66.74,45,250316.18,4.7319
568,Camera,10.31,91.97,33.7,-53.26,12,399143.51,8.9166
569,Plug,17.96,57.77,31.1,-46.23,7,248429.4,3.2167
570,Plug,12.2,62.24,34.45,-52.47,48,266660.71,5.1025
571,Light,16.11,84.74,32.63,-47.07,48,364382.97,5.2605
572,Camera,13.43,87.45,39.79,-65.32,50,377545.83,6.513
573,Light,13.1,70.53,60.55,-54.43,16,306344.17,5.3846
574,Speaker,21.48,36.08,52.36,-57.18,8,156500.72,1.6799
575,Camera,9.08,72.63,48.2,-56.77,53,313696.61,7.9992
576,Sensor,13.27,57.06,37.52,-45.56,22,244388.87,4.3013
577,Light,7.77,45.24,36.69,-25.0,30,196142.53,5.825
578,Camera,13.53,5.0,27.38,-70.28,20,19522.71,0.3694
579,Sensor,6.79,50.78,34.28,-48.86,22,219214.34,7.473
580,Plug,16.07,62.05,31.29,-58.74,18,269164.46,3.8622
581,Plug,12.7,23.69,42.4,-65.94,32,104657.47,1.865
582,Speaker,9.89,65.88,33.77,-68.16,43,285602.44,6.6587
583,Camera,11.78,58.57,31.36,-68.18,25,252953.16,4.9738
584,Sensor,21.19,45.76,43.85,-53.76,30,194064.17,2.1588
585,Camera,5.18,60.53,32.59,-81.78,28,259528.26,11.6955
586,Plug,14.38,76.61,41.43,-71.4,6,331128.75,5.329
587,Light,20.33,48.05,23.71,-64.03,22,208343.13,2.3631
588,Light,9.34,63.53,44.23,-45.31,53,274920.96,6.798
589,Plug,4.05,32.49,23.16,-49.25,25,139693.08,8.0274
590,Light,9.48,53.02,34.94,-77.08,2,230577.14,5.5921
591,Sensor,7.45,45.76,51.88,-58.55,60,198323.51,6.1441
592,Light,16.34,,12.55,-32.17,28,324966.29,4.6086
593,Sensor,12.32,59.63,45.81,-46.23,1,257592.06,4.838
594,Camera,18.03,65.32,22.22,-44.54,8,281979.69,3.6231
595,Plug,,77.33,43.74,-64.92,39,332852.29,5.5439
596,Light,15.31,59.11,10.32,-82.22,41,258119.32,3.8619
597,Camera,2.48,44.63,58.28,-59.6,32,191599.33,17.9938
598,Speaker,9.88,34.16,29.14,-45.12,36,150142.03,3.4585
599,Speaker,10.88,31.13,42.66,-56.5,24,134245.07,2.861
600,Light,16.48,33.9,44.93,-62.98,18,146169.19,2.0566
601,Light,11.95,41.21,30.59,-81.79,40,175538.86,3.4485
602,Light,5.2,28.21,50.42,-56.39,22,123478.74,5.4211
603,Camera,13.59,73.9,46.29,-66.76,6,318563.25,5.4367
604,Light,7.12,26.46,33.74,-62.41,51,113472.09,3.7156
605,Plug,15.28,67.73,39.24,-59.11,19,292243.95,4.4335
606,Plug,13.13,68.4,37.27,-60.35,54,293680.18,5.2101
607,Camera,9.97,77.73,49.3,-74.83,14,337553.02,7.7934
608,Light,14.84,99.03,43.13,-47.52,9,427345.15,6.6755
609,Plug,13.07,108.46,38.49,-68.58,40,468730.43,8.3002
610,Speaker,7.9,38.13,44.61,-51.41,28,165407.64,4.8273
611,Camera,12.18,48.51,38.05,-61.94,30,207438.22,3.9822
612,Plug,17.75,31.47,22.23,-52.25,46,137828.93,1.7732
613,Speaker,19.34,11.82,40.62,-64.1,55,50907.85,0.611
614,Speaker,5.8,75.36,43.33,-57.7,47,325048.91,13.0021
615,Light,6.56,31.9,55.33,-55.54,38,136979.78,4.8598
616,Light,13.26,26.08,42.58,-49.94,11,112596.13,1.9664
617,Light,8.44,58.24,40.3,-50.31,57,250443.73,6.896
618,Plug,11.51,39.93,52.3,-48.89,25,170676.33,3.4679
619,Camera,7.46,59.48,31.61,-71.75,47,259873.92,7.9732
620,Light,15.64,61.69,54.88,-51.21,41,264606.7,3.9455
621,Camera,12.54,54.87,47.89,-48.55,34,235864.22,4.3756
622,Light,9.63,78.8,49.2,-74.19,25,342510.26,8.186
623,Sensor,11.56,54.45,42.03,-54.88,19,235568.93,4.7117
624,Light,8.83,53.54,29.51,-44.07,22,231246.83,6.0665
625,Light,12.99,74.74,47.49,-56.09,30,323458.03,5.7517
626,Light,11.58,54.63,33.35,-54.98,8,234785.83,4.7173
627,Plug,13.59,76.77,24.36,-66.72,17,331567.83,5.6483
628,Sensor,15.53,100.78,43.52,-63.11,20,435339.17,6.4895
629,Camera,7.02,37.16,30.35,-66.59,51,160524.85,5.2956
630,Camera,19.29,34.06,39.77,-54.43,57,144551.78,1.7655
631,Light,18.24,35.49,52.75,-54.44,54,152930.39,1.945
632,Light,15.56,83.09,35.01,-49.47,47,358731.66,5.3409
633,Speaker,14.94,59.61,17.82,-55.39,41,256742.92,3.9889
634,Camera,,40.63,52.14,-55.92,23,174775.89,2.3697
635,Sensor,16.43,49.99,42.73,-69.19,28,215379.59,3.043
636,Light,6.38,28.04,57.0,-43.57,31,120490.42,4.3944
637,Plug,15.5,5.98,12.51,-61.08,12,24271.77,0.3859
638,Camera,13.56,55.29,25.78,-56.34,15,237524.73,4.0771
639,Sensor,11.4,71.94,34.78,-66.8,6,311431.93,6.3084
640,Light,9.63,13.77,40.16,-49.39,29,58862.95,1.4298
641,Light,9.39,57.6,36.89,-68.19,15,248832.46,6.1326
642,Light,12.95,44.46,25.62,-39.49,50,193963.7,3.4329
643,Speaker,9.39,73.78,38.5,-68.36,52,315428.5,7.8579
644,Plug,15.43,58.9,27.47,-71.92,58,249523.15,3.8184
645,Light,7.84,36.41,33.41,-49.56,1,157202.62,4.6455
646,Plug,12.83,60.52,35.78,-41.85,46,258864.41,4.7185
647,Camera,13.75,58.12,37.27,-79.52,40,250614.7,4.227
648,Plug,11.63,43.64,53.67,-50.49,26,189281.7,3.7536
649,Speaker,16.67,46.33,49.86,-53.66,15,199944.56,2.78
650,Plug,8.39,92.8,40.47,-57.41,41,400979.29,11.0581
651,Light,10.66,47.49,54.91,-57.22,16,204833.62,4.4565
652,Camera,14.67,89.95,36.55,-44.91,42,387071.32,6.1317
653,Camera,13.61,45.84,21.21,-46.67,2,199540.03,3.3689
654,Speaker,16.87,88.83,30.71,-66.1,3,383255.85,5.2667
655,Plug,7.09,77.77,43.31,-80.52,44,333061.0,10.9762
656,Sensor,14.09,59.71,50.35,-52.42,13,259221.77,4.2372
657,Plug,4.77,59.11,45.89,-65.24,22,254596.19,12.3907
658,Sensor,15.39,37.63,29.11,-76.55,49,162705.87,2.4447
659,Camera,16.8,67.92,52.54,-54.32,20,294033.57,4.0424
660,Plug,18.74,64.59,44.45,-65.03,4,282750.61,3.4472
661,Light,16.63,19.02,38.53,-33.85,46,81215.39,1.1436
662,Speaker,9.36,72.24,30.88,-44.74,5,313202.89,7.7197
663,Camera,7.19,78.77,51.87,-44.53,9,340044.57,10.963
664,Camera,13.18,57.81,41.85,-64.29,8,251416.35,4.3867
665,Camera,12.76,46.28,30.82,-59.96,20,200091.27,3.6265
666,Light,14.77,51.94,30.23,-66.62,33,223889.78,3.5153
667,Sensor,9.95,66.34,34.84,-52.67,35,284254.26,6.6652
668,Speaker,,53.85,25.63,-42.58,38,232821.97,5.0549
669,Plug,2.68,49.61,22.72,-39.7,40,213978.03,18.486
670,Light,7.19,63.58,32.47,-79.64,3,273027.75,8.8383
671,Sensor,14.27,57.47,44.81,-75.25,26,251353.31,4.0273
672,Sensor,9.7,50.95,22.97,-54.46,24,220058.42,5.2521
673,Light,11.32,90.82,32.85,-60.53,49,393685.95,8.0212
674,Camera,6.09,39.68,34.8,-80.98,56,171036.31,6.5187
675,Sensor,5.12,26.57,14.47,-71.31,53,112295.1,5.1933
676,Sensor,5.29,16.47,19.1,-45.21,14,70318.46,3.115
677,Camera,10.56,53.57,35.17,-60.19,49,232161.58,5.0718
678,Speaker,16.87,42.06,41.26,-72.02,32,180246.68,2.4928
679,Light,8.97,32.86,48.39,-48.65,22,145079.18,3.6633
680,Plug,15.36,73.15,47.68,-72.98,30,315561.38,4.7628
681,Light,9.19,48.35,48.98,-45.27,55,208967.58,5.2639
682,Speaker,14.75,31.78,31.62,-47.04,5,133992.44,2.154
683,Light,9.63,67.72,44.39,-70.61,47,293538.59,7.0337
684,Light,,35.58,44.65,-56.51,29,155450.62,3.3027
685,Speaker,12.51,38.51,35.08,-46.78,59,165858.67,3.0775
686,Plug,8.33,47.09,44.93,-58.7,36,202051.09,5.6559
687,Light,16.24,76.65,46.45,-51.29,16,331525.14,4.721
688,Sensor,11.85,51.48,16.98,-55.94,43,222820.7,4.3439
689,Camera,9.79,,47.01,-45.84,35,205808.83,4.8717
690,Plug,14.18,43.29,38.55,-52.36,11,187326.19,3.0534
691,Plug,10.54,34.04,34.52,-43.9,4,148638.67,3.2293
692,Plug,11.72,67.43,45.88,-49.64,49,289464.39,5.754
693,Light,9.88,44.03,46.86,-62.5,58,189909.93,4.4582
694,Sensor,,63.54,24.0,-47.12,51,274633.5,5.1653
695,Light,11.81,49.32,41.16,-75.65,29,209882.8,4.1771
696,Speaker,6.78,63.26,22.93,-55.52,25,270093.1,9.327
697,Light,18.33,47.82,27.69,-64.19,42,207603.93,2.6092
698,Plug,7.81,32.82,45.21,-70.43,26,143732.2,4.202
699,Light,10.78,61.23,30.92,-45.91,27,266128.09,5.6777
700,Sensor,7.61,62.81,29.95,-52.27,36,269601.03,8.251
701,Light,11.69,74.12,33.57,-67.62,28,321060.24,6.3407
702,Camera,13.17,30.83,46.3,-48.26,9,133164.62,2.3411
703,Sensor,12.77,14.83,24.13,-51.42,9,63755.67,1.1615
704,Light,14.65,56.99,25.91,-48.46,22,245031.43,3.8896
705,Sensor,11.22,44.81,44.67,-59.2,36,195157.98,3.9949
706,Camera,17.42,73.31,25.41,-54.15,43,314492.56,4.2093
707,Camera,15.04,64.58,25.9,-65.95,24,281133.33,4.294
708,Speaker,9.02,39.28,39.49,-69.01,5,167020.47,4.3551
709,Plug,17.67,34.57,48.6,-51.11,50,149220.13,1.9565
710,Light,11.41,55.36,29.44,-72.18,26,240757.91,4.8516
711,Sensor,13.63,61.12,49.43,-63.66,35,264218.36,4.4827
712,Speaker,8.37,92.84,29.39,-50.68,56,400488.73,11.0868
713,Plug,15.51,47.02,27.87,-74.52,41,203296.6,3.0318
714,Light,3.25,29.11,41.89,-70.78,59,124740.09,8.9453
715,Light,9.44,51.34,32.72,-66.28,16,224031.86,5.4407
716,Light,10.11,98.65,46.59,-49.37,45,425983.68,9.7619
717,Speaker,6.14,62.13,48.96,-85.87,60,268217.93,10.123
718,Camera,8.7,61.57,39.39,-51.9,45,265753.57,7.0783
719,Plug,17.93,77.33,57.57,-64.37,59,333769.64,4.3117
720,Sensor,19.94,44.26,41.87,-55.7,1,190722.23,2.2196
721,Light,12.31,23.13,41.12,-65.98,21,99395.63,1.8796
722,Camera,11.3,81.71,29.32,-77.27,34,352523.92,7.2313
723,Light,7.85,88.32,51.87,-42.54,21,379430.85,11.2454
724,Camera,5.05,36.52,30.68,-44.96,25,155922.74,7.2303
725,Light,10.66,29.96,56.64,-65.59,28,129060.4,2.8101
726,Speaker,16.6,10.89,38.15,-69.89,44,46821.94,0.6559
727,Light,10.19,61.06,43.78,-62.49,43,265568.65,5.9908
728,Speaker,7.7,45.06,44.59,-78.23,48,193856.02,5.854
729,Plug,10.83,54.43,37.51,-53.73,39,235363.8,5.0239
730,Sensor,9.45,62.57,40.81,-61.79,49,274782.98,6.6237
731,Sensor,21.13,62.29,33.9,-25.0,10,268346.64,2.9485
732,Sensor,15.78,71.89,46.85,-56.11,21,310424.63,4.5555
733,Sensor,11.37,7.09,37.09,-52.71,49,29138.29,0.6242
734,Camera,17.04,41.59,25.9,-62.15,32,178157.81,2.4412
735,Camera,11.89,25.25,39.9,-78.07,17,108830.15,2.1227
736,Camera,13.02,47.39,28.35,-57.15,60,205032.82,3.6394
737,Camera,8.19,98.8,19.54,-68.37,55,423988.13,12.0613
738,Plug,3.71,60.67,36.46,-68.06,22,260349.27,16.3428
739,Camera,15.55,69.66,24.89,-73.06,50,303085.0,4.4797
740,Speaker,8.07,82.5,32.18,-51.53,5,357833.15,10.2193
741,Light,17.89,16.42,32.52,-39.32,30,69760.12,0.9179
742,Light,12.11,40.59,41.19,-58.07,57,177303.06,3.3515
743,Light,,75.21,43.43,-72.95,12,325424.91,4.4619
744,Plug,8.45,47.93,39.91,-73.65,59,210770.97,5.6702
745,Light,12.85,69.52,41.51,-49.73,36,298774.37,5.41
746,Camera,17.47,52.55,27.23,-70.97,12,226547.49,3.0083
747,Speaker,13.06,41.54,32.28,-69.67,19,180135.04,3.1799
748,Speaker,11.9,99.63,43.26,-58.59,34,431063.87,8.3715
749,Sensor,2.52,60.07,31.1,-62.3,14,262149.13,23.8489
750,Plug,9.67,65.3,31.53,-71.02,53,280584.66,6.7558
751,Light,12.4,76.31,42.44,-90.0,53,328907.59,6.1536
752,Speaker,17.97,30.71,45.77,-59.04,2,133745.35,1.7088
753,Sensor,15.55,46.06,35.47,-43.62,46,196023.33,2.9629
754,Sensor,7.24,20.97,24.1,-48.8,36,92202.09,2.8958
755,Light,10.49,63.54,38.37,-58.85,23,276125.71,6.0576
756,Plug,13.68,33.83,45.14,-75.7,35,147936.77,2.4725
757,Sensor,13.73,77.07,29.4,-65.08,27,335384.87,5.6119
758,Plug,7.11,30.29,37.57,-58.15,43,129595.88,4.2613
759,Plug,12.08,52.27,28.98,-58.59,55,224419.22,4.3275
760,Speaker,15.07,27.2,41.12,-57.92,60,115680.83,1.8046
761,Plug,16.65,40.65,28.35,-48.85,39,174841.54,2.4406
762,Camera,11.17,43.45,28.76,-55.52,23,186434.18,3.8911
763,Plug,3.87,65.94,17.99,-71.55,58,285425.8,17.0422
764,Camera,12.75,46.79,45.76,-44.52,21,202018.24,3.671
765,Sensor,12.0,39.56,32.76,-42.62,33,169503.32,3.2978
766,Speaker,13.54,72.1,40.18,-60.23,26,312036.53,5.3234
767,Camera,15.89,36.34,27.12,-70.42,38,157690.79,2.2877
768,Sensor,5.73,54.83,42.16,-67.22,51,238655.89,9.5686
769,Camera,14.01,68.29,32.69,-34.6,36,294916.53,4.873
770,Sensor,14.66,102.66,25.4,-33.72,7,444754.49,7.0037
771,Light,9.63,20.62,27.84,-75.9,54,87361.38,2.141
772,Light,12.39,5.0,32.49,-62.74,60,21291.54,0.4037
773,Plug,13.74,25.13,33.76,-37.55,4,108114.9,1.8291
774,Light,18.72,28.61,29.6,-83.61,51,124289.95,1.5281
775,Plug,14.52,36.16,38.01,-76.61,30,155953.86,2.4899
776,Sensor,6.17,41.13,22.71,-67.79,31,177453.45,6.6706
777,Plug,1.65,18.73,52.49,-44.51,60,81652.15,11.3447
778,Speaker,16.55,47.83,38.99,-49.14,30,207048.53,2.8906
779,Plug,14.36,49.6,37.84,-60.76,35,213686.82,3.4541
780,Sensor,1.27,69.89,39.83,-64.69,7,300037.47,55.1797
781,Light,,56.39,37.38,-65.25,16,244451.22,9.5017
782,Speaker,15.67,42.65,38.97,-46.76,18,183524.31,2.722
783,Camera,11.39,74.04,41.64,-55.47,2,320451.11,6.5018
784,Light,16.27,24.17,24.06,-53.63,34,104805.03,1.4851
785,Light,1.01,50.48,25.86,-52.5,5,217420.26,49.8193
786,Plug,12.97,38.2,44.12,-47.41,15,166042.85,2.9451
787,Light,8.02,46.4,20.78,-54.7,4,198439.12,5.7878
788,Light,14.35,76.6,31.79,-44.29,7,332025.76,5.3381
789,Speaker,5.71,59.76,41.86,-35.82,45,260272.19,10.4693
790,Speaker,11.73,44.76,30.99,-71.33,29,193094.91,3.8158
791,Sensor,9.79,47.67,46.82,-58.89,18,206089.4,4.8674
792,Sensor,12.54,53.46,31.11,-72.61,40,229355.06,4.2646
793,Speaker,17.89,41.94,32.83,-41.65,25,179707.38,2.3445
794,Plug,17.81,20.55,58.18,-61.54,29,90920.59,1.154
795,Camera,7.62,28.52,54.18,-57.26,48,128039.99,3.7405
796,Camera,7.47,53.99,32.39,-50.11,4,233087.9,7.229
797,Sensor,9.15,34.07,39.69,-55.38,50,146440.24,3.7249
798,Plug,2.18,29.69,40.76,-59.44,46,127547.24,13.5886
