StudentID,Age,StudyHours,AttendanceRate,AssignmentsCompleted,OnlineActivity,SleepHours,SocialActivity,MidtermScore,FinalScore,GPA,GradePoints,PerformanceIndex,Major,City,Gender
229,24,23.9,100.0,92.0,6.9,7.5,0.7,61.4,74.6,3.22,80.44,68.03,AI,TP.HCM,Male
230,19,21.6,75.6,79.5,3.1,6.3,1.1,54.9,81.3,2.88,71.99,68.1,IT,Huế,Female
231,20,22.6,100.0,84.5,7.0,7.5,3.8,52.0,93.6,3.76,93.92,72.8,CE,Cần Thơ,Male
232,18,33.4,85.4,75.8,7.6,10.0,0.0,61.7,100.0,4.0,100.0,80.83,CE,Cần Thơ,Male
233,22,22.3,,64.1,8.8,7.5,2.1,46.0,82.3,3.47,86.75,64.13,AI,Hà Nội,Male
234,18,14.3,80.1,76.4,7.6,7.7,2.3,36.5,61.7,2.48,62.08,49.08,AI,Đà Nẵng,Female
235,25,30.9,87.1,64.7,5.7,6.7,1.4,63.2,85.6,3.57,89.36,74.39,CS,Đà Nẵng,Female
236,18,23.4,91.5,63.7,5.6,5.7,1.1,42.0,84.7,3.24,80.97,63.35,DS,Đà Nẵng,Male
237,28,25.3,91.6,98.1,5.8,8.2,4.0,55.9,84.9,3.54,88.54,70.37,CS,Hà Nội,Male
238,18,37.9,92.7,73.7,,6.3,4.0,70.4,100.0,4.0,100.0,85.2,CS,Hà Nội,Male
239,19,24.8,81.3,68.9,9.2,6.7,2.7,55.9,78.6,3.19,79.78,67.27,IT,TP.HCM,Male
240,19,27.3,80.2,100.0,8.7,9.2,1.7,73.9,100.0,4.0,100.0,86.95,CS,Đà Nẵng,Male
241,29,15.6,69.1,92.2,7.9,6.6,2.7,50.2,69.0,2.56,63.97,59.64,DS,TP.HCM,Female
242,23,23.2,90.2,74.4,11.1,8.5,3.1,54.0,80.2,2.98,74.45,67.1,DS,TP.HCM,Female
243,24,29.9,95.8,86.4,0.0,7.5,2.3,66.3,88.4,3.69,92.26,77.35,IT,Huế,Male
244,22,12.6,100.0,76.5,4.8,6.3,3.1,39.6,57.5,2.79,69.87,48.54,CS,Đà Nẵng,Male
245,18,26.6,88.1,69.6,6.0,7.4,2.0,65.7,96.3,3.87,96.78,80.99,AI,Hà Nội,Male
246,18,25.8,77.3,87.1,4.3,6.1,0.0,52.2,77.8,3.29,82.22,64.98,AI,TP.HCM,Male
247,20,25.3,68.0,75.1,3.7,8.1,2.2,62.5,79.0,2.57,64.33,70.76,AI,Đà Nẵng,Male
248,19,33.3,95.4,81.1,1.7,8.5,3.5,67.3,96.8,3.99,99.83,82.03,DS,Cần Thơ,Female
249,22,27.7,67.0,95.3,5.2,7.1,2.5,60.5,75.3,2.91,72.8,67.88,AI,Đà Nẵng,Female
250,29,36.8,81.6,93.7,8.2,8.6,3.0,60.7,96.0,4.0,100.0,78.37,DS,TP.HCM,Male
251,27,17.1,82.8,71.7,7.9,7.2,2.1,41.6,70.1,2.96,73.93,55.83,SE,Cần Thơ,Female
252,23,26.1,84.3,87.3,4.1,8.1,2.2,48.5,74.7,3.0,75.09,61.58,IT,Đà Nẵng,Female
253,24,25.7,85.4,63.1,6.6,10.0,2.8,44.2,83.4,3.23,80.63,63.77,SE,Cần Thơ,Female
254,21,16.4,86.4,86.8,9.4,10.0,5.4,47.4,61.6,2.72,67.97,54.49,CE,TP.HCM,Male
255,24,32.7,60.8,82.2,2.2,6.8,3.8,54.2,81.2,3.51,87.73,67.7,CE,Huế,Male
256,28,43.6,85.1,85.7,5.6,7.4,3.6,78.1,100.0,3.84,95.96,89.03,CS,Đà Nẵng,Female
257,25,24.9,62.7,75.5,6.7,5.7,2.8,45.3,73.3,3.17,79.19,59.32,AI,Huế,Female
258,28,29.0,92.3,100.0,6.0,8.0,0.5,77.1,87.2,3.69,92.27,82.14,CE,Cần Thơ,Male
259,18,25.7,79.4,66.5,8.1,7.5,4.3,48.7,58.0,2.37,59.33,53.31,DS,Đà Nẵng,Male
260,23,19.3,63.4,94.6,2.3,6.1,3.9,42.2,70.5,2.99,74.64,56.34,DS,Hà Nội,Male
261,25,,76.9,64.5,3.5,8.4,3.0,33.3,62.4,2.61,65.28,47.85,DS,Huế,Male
262,22,19.4,,87.6,7.7,6.7,2.4,51.5,78.4,2.93,73.25,64.96,IT,Huế,Female
263,21,13.9,96.9,88.6,1.7,6.4,3.3,47.5,70.5,2.89,72.31,59.02,CS,Cần Thơ,Male
264,19,38.6,87.0,80.8,8.0,7.5,2.2,66.2,100.0,3.97,99.36,83.11,IT,TP.HCM,Female
265,23,24.1,88.4,72.6,7.1,6.4,3.6,59.4,84.8,3.18,79.41,72.11,AI,Hà Nội,Male
266,23,22.2,96.8,82.1,7.9,7.0,1.2,63.6,93.2,3.57,89.32,78.4,CE,TP.HCM,Male
267,28,32.1,,84.0,4.8,9.1,0.0,52.9,90.6,3.29,82.34,71.78,SE,Đà Nẵng,Male
268,18,16.0,92.5,100.0,7.3,6.3,0.7,51.0,78.6,2.8,69.9,64.82,IT,TP.HCM,Male
269,26,,91.8,66.9,3.1,7.8,2.7,59.3,91.7,3.55,88.86,75.54,IT,Huế,Female
270,29,25.5,72.1,71.7,5.0,6.3,2.0,46.8,70.1,3.03,75.64,58.44,AI,Hà Nội,Male
271,28,33.2,99.7,84.3,6.1,5.8,2.3,85.6,100.0,3.74,93.55,92.81,SE,Đà Nẵng,Male
272,23,29.0,70.8,76.2,3.8,6.9,0.6,74.9,86.1,3.2,80.09,80.52,SE,Đà Nẵng,Female
273,30,27.0,94.2,78.5,6.5,10.0,3.0,58.8,87.4,3.88,97.01,73.11,IT,Huế,Female
274,20,25.6,69.8,96.1,3.1,7.9,0.9,46.4,76.6,2.87,71.85,61.5,DS,TP.HCM,Male
275,21,28.2,91.0,37.7,6.7,7.6,3.2,52.5,81.3,3.26,81.45,66.89,DS,Đà Nẵng,Female
276,29,26.6,100.0,71.0,10.4,6.4,0.4,61.7,80.9,3.33,83.36,71.28,AI,Đà Nẵng,Male
277,28,16.8,82.9,53.9,2.9,6.5,1.2,54.8,64.4,2.54,63.41,59.6,CE,Đà Nẵng,Male
278,21,25.4,82.4,62.1,5.9,5.2,1.0,42.6,82.9,3.31,82.68,62.74,CS,Hà Nội,Female
279,20,,91.1,100.0,,9.2,3.4,43.9,66.6,2.5,62.56,55.23,CE,Huế,Female
280,27,25.6,81.7,89.0,3.9,7.3,1.8,57.6,83.5,3.21,80.22,70.51,AI,Đà Nẵng,Female
281,20,21.2,100.0,94.3,7.8,7.2,3.1,45.3,80.9,3.3,82.47,63.1,AI,Hà Nội,Female
282,20,45.3,86.9,78.8,4.9,7.2,4.2,69.8,100.0,3.76,93.99,84.9,DS,Hà Nội,Male
283,21,24.7,81.8,91.4,7.9,9.5,5.2,59.0,81.5,3.55,88.63,70.24,SE,Cần Thơ,Female
284,24,13.8,79.6,53.5,6.9,7.4,2.8,46.0,68.6,2.38,59.61,57.3,AI,Đà Nẵng,Male
285,21,23.9,75.7,95.6,,6.8,0.8,48.8,69.2,2.81,70.3,59.01,CS,Cần Thơ,Male
286,26,29.2,78.7,67.7,3.4,9.2,4.4,59.3,86.8,3.26,81.5,73.07,CE,Cần Thơ,Female
287,18,38.4,,72.0,7.7,6.8,4.8,69.8,95.3,3.91,97.71,82.58,CE,Hà Nội,Female
288,25,20.3,80.1,87.6,6.8,5.0,2.4,45.3,72.6,2.71,67.77,58.98,CS,Đà Nẵng,Female
289,24,12.3,78.4,84.7,2.2,5.2,4.5,48.6,66.2,2.77,69.17,57.41,SE,Hà Nội,Female
290,19,31.5,100.0,81.3,3.6,6.8,3.0,66.1,98.3,4.0,100.0,82.22,SE,TP.HCM,Female
291,25,14.0,74.7,59.6,0.0,7.3,0.0,50.6,64.6,2.76,69.11,57.58,DS,Đà Nẵng,Male
292,18,21.5,86.5,81.5,2.6,8.0,1.6,56.1,83.7,3.25,81.28,69.9,CE,TP.HCM,Female
293,28,22.9,90.9,94.4,5.2,5.9,1.7,56.8,81.5,3.56,89.02,69.15,CE,TP.HCM,Male
294,29,24.4,91.3,72.0,3.4,6.7,2.0,55.9,82.7,3.32,83.0,69.29,IT,Huế,Female
295,26,30.5,84.4,99.7,3.9,6.0,1.1,58.3,83.5,3.33,83.25,70.88,IT,TP.HCM,Female
296,26,19.5,82.6,66.9,9.5,8.3,1.1,57.5,83.0,3.43,85.73,70.22,DS,TP.HCM,Male
297,19,22.8,89.5,80.1,8.6,8.5,4.5,54.8,82.2,2.96,74.01,68.5,SE,Cần Thơ,Male
298,24,24.9,87.7,100.0,,9.3,0.0,60.8,84.2,3.32,83.03,72.5,CS,Đà Nẵng,Female
299,27,26.2,82.4,69.8,8.0,7.4,1.4,60.9,79.2,3.24,80.99,70.04,DS,TP.HCM,Male
300,20,25.8,69.4,95.8,9.0,9.2,3.4,47.7,95.9,3.72,93.0,71.81,AI,Cần Thơ,Male
301,24,28.5,80.3,100.0,7.5,6.2,1.7,56.0,63.2,2.52,63.02,59.62,CE,Hà Nội,Male
302,29,31.8,73.5,82.6,6.7,7.3,3.1,59.4,83.8,3.69,92.13,71.61,IT,Hà Nội,Male
303,27,28.1,78.3,72.1,8.7,5.7,1.9,58.5,83.4,3.18,79.44,70.98,SE,Đà Nẵng,Female
304,26,28.6,85.3,68.4,7.9,7.7,3.2,62.5,98.5,4.0,100.0,80.5,CE,TP.HCM,Male
305,21,12.3,,99.6,3.0,7.3,0.9,48.9,66.9,2.55,63.78,57.9,CS,Huế,Female
306,29,25.4,100.0,99.2,5.5,4.1,0.0,59.4,93.1,3.74,93.55,76.26,AI,Huế,Female
307,18,28.8,79.6,100.0,4.6,8.3,1.9,55.3,83.6,3.45,86.31,69.47,AI,TP.HCM,Female
308,19,,92.7,79.5,8.9,8.0,0.0,70.0,100.0,4.0,100.0,84.98,IT,Hà Nội,Male
309,18,19.5,88.1,95.6,4.5,6.3,2.4,55.4,82.4,3.37,84.3,68.92,IT,Hà Nội,Male
310,29,19.7,98.0,79.3,4.1,7.3,0.8,53.6,77.1,3.23,80.83,65.38,CE,Cần Thơ,Female
311,22,20.4,90.8,66.8,8.6,5.2,0.8,51.0,85.5,3.38,84.58,68.23,IT,Cần Thơ,Female
312,22,29.3,74.9,96.9,6.6,6.1,4.7,60.3,85.4,3.33,83.27,72.86,CS,Huế,Female
313,28,33.3,67.8,100.0,11.3,9.0,2.9,60.3,100.0,4.0,100.0,80.17,SE,Cần Thơ,Male
314,24,21.7,88.1,64.7,3.8,5.6,0.2,43.1,88.3,3.17,79.14,65.72,IT,TP.HCM,Female
315,26,32.3,79.7,64.4,4.7,7.0,2.4,53.7,92.5,3.62,90.5,73.12,SE,Cần Thơ,Female
316,26,26.0,75.2,80.6,8.8,5.3,2.3,65.6,84.8,3.34,83.55,75.17,CS,Đà Nẵng,Male
317,20,24.0,72.3,94.3,2.8,7.4,0.0,56.6,75.7,3.06,76.57,66.15,SE,Huế,Female
318,20,23.3,86.6,63.0,9.3,7.7,3.0,50.7,88.0,3.7,92.55,69.36,CS,Hà Nội,Male
319,20,31.0,100.0,83.4,3.0,7.9,3.9,60.4,100.0,4.0,100.0,80.22,AI,Cần Thơ,Female
320,21,27.6,80.9,71.1,7.5,7.6,1.9,51.4,82.3,3.25,81.21,66.84,CS,Đà Nẵng,Male
321,25,,90.9,90.5,1.4,8.7,2.1,67.1,100.0,4.0,100.0,83.55,CE,Hà Nội,Male
322,23,18.2,84.0,68.0,6.1,6.3,1.7,58.9,82.3,3.35,83.73,70.61,SE,Cần Thơ,Female
323,25,29.1,72.1,91.6,2.6,5.7,3.1,56.3,92.4,3.72,93.06,74.37,SE,TP.HCM,Male
324,18,20.8,92.3,77.6,10.8,6.3,2.1,60.7,78.0,3.44,85.96,69.31,IT,Huế,Female
325,25,18.0,74.1,65.9,3.3,5.4,2.2,61.8,79.7,3.38,84.55,70.78,AI,Hà Nội,Female
326,21,24.9,85.2,81.0,3.9,7.1,1.3,53.5,100.0,4.0,100.0,76.75,DS,Hà Nội,Male
327,28,26.1,81.6,50.9,7.3,6.8,5.6,47.1,81.1,2.85,71.35,64.11,CS,Đà Nẵng,Female
328,18,48.3,,71.6,4.5,7.6,2.1,78.6,100.0,4.0,100.0,89.3,DS,Huế,Female
329,25,23.5,74.4,85.1,7.7,5.1,3.6,47.7,79.2,3.47,86.66,63.44,CE,Huế,Male
330,21,16.0,88.9,53.4,4.2,7.0,2.9,50.3,77.9,2.98,74.5,64.11,CS,Đà Nẵng,Female
331,23,27.2,76.6,41.4,4.0,8.5,0.0,58.1,76.9,3.05,76.3,67.51,CE,Cần Thơ,Female
332,25,8.4,79.9,44.9,5.9,7.7,1.9,57.2,81.9,3.29,82.33,69.55,CE,Đà Nẵng,Female
333,21,,48.6,99.9,3.0,4.7,0.8,52.9,73.0,2.83,70.78,62.97,CS,Hà Nội,Male
334,20,25.1,100.0,78.8,7.0,7.0,4.0,55.4,93.0,3.65,91.27,74.2,AI,Hà Nội,Male
335,26,31.4,90.5,72.0,8.2,6.1,0.6,66.8,98.9,4.0,100.0,82.84,IT,TP.HCM,Female
336,20,,77.3,94.2,7.4,7.0,3.2,67.3,100.0,4.0,100.0,83.65,AI,Huế,Female
337,26,21.0,73.8,73.9,7.6,6.5,4.0,60.8,74.3,3.09,77.26,67.57,DS,Hà Nội,Male
338,30,23.8,80.0,84.0,1.2,9.1,2.9,47.9,68.0,2.8,69.9,57.98,DS,Hà Nội,Male
339,19,18.9,92.2,80.4,4.8,7.1,2.5,62.7,81.8,3.29,82.25,72.22,CS,Huế,Female
340,19,16.0,66.1,72.9,5.4,7.4,1.9,64.0,76.3,2.83,70.66,70.16,IT,Cần Thơ,Male
341,19,27.5,83.6,84.4,9.6,6.9,2.3,67.7,88.9,3.75,93.72,78.28,SE,Huế,Female
342,23,14.8,100.0,91.6,4.5,7.6,0.5,62.0,75.6,3.01,75.33,68.78,SE,Hà Nội,Female
343,20,21.7,73.7,77.2,0.2,6.7,2.8,49.1,77.5,2.79,69.74,63.29,IT,Huế,Female
344,30,17.0,85.8,73.1,3.5,7.9,4.1,63.3,71.2,2.88,71.98,67.24,CE,Cần Thơ,Male
345,26,29.4,100.0,74.9,4.3,6.5,1.2,58.5,100.0,4.0,100.0,79.24,CS,Hà Nội,Female
346,21,39.4,91.3,45.5,0.6,8.7,2.5,68.0,100.0,4.0,100.0,83.98,CE,Cần Thơ,Female
347,18,14.6,86.3,84.2,8.4,7.6,2.3,45.4,73.4,2.66,66.62,59.38,SE,TP.HCM,Female
348,21,10.2,90.1,61.9,2.1,6.8,3.0,41.8,54.7,2.17,54.17,48.26,CE,Cần Thơ,Female
349,18,24.0,81.0,89.4,7.1,8.0,1.7,55.1,93.1,3.59,89.66,74.09,CE,Hà Nội,Female
350,22,25.1,98.0,78.6,3.3,7.6,0.2,49.9,90.7,3.46,86.51,70.28,CS,Huế,Female
351,21,26.7,81.0,81.6,,8.0,0.8,52.1,89.2,3.61,90.34,70.64,CE,Cần Thơ,Female
352,25,21.4,65.4,90.5,5.3,7.1,0.0,43.6,60.3,2.32,58.08,51.95,AI,Huế,Female
353,25,23.4,81.1,66.1,4.8,6.7,3.7,66.2,79.5,3.28,81.97,72.83,DS,Hà Nội,Male
354,24,27.9,75.3,85.5,7.3,7.2,3.1,69.4,91.8,3.49,87.3,80.58,IT,Huế,Male
355,20,,,84.0,3.5,6.4,2.5,81.4,94.5,3.75,93.76,87.94,AI,Hà Nội,Male
356,18,9.4,82.4,77.2,7.4,8.2,1.5,43.9,57.1,2.34,58.55,50.5,SE,Hà Nội,Female
357,18,22.0,97.0,66.1,4.8,8.8,2.3,56.3,91.2,3.73,93.32,73.77,CE,Cần Thơ,Female
358,29,26.7,92.0,88.9,4.5,7.7,2.5,64.6,87.2,3.53,88.17,75.92,AI,TP.HCM,Female
359,28,17.7,87.6,90.6,5.8,8.7,1.7,41.8,74.9,2.99,74.7,58.36,AI,Đà Nẵng,Male
360,20,38.8,85.0,81.7,3.3,8.4,1.8,59.5,94.9,3.68,92.0,77.22,SE,Cần Thơ,Male
361,23,19.9,74.4,63.9,5.5,6.7,4.5,39.1,73.3,3.25,81.29,56.23,AI,TP.HCM,Male
362,24,24.7,63.2,72.1,6.8,8.0,0.6,59.3,70.6,2.87,71.71,64.95,IT,Cần Thơ,Female
363,23,29.4,86.1,79.1,0.2,5.5,4.0,53.5,93.2,3.5,87.53,73.38,SE,Cần Thơ,Male
364,23,20.3,92.9,90.3,8.7,7.2,0.1,61.7,100.0,3.61,90.18,80.83,SE,Hà Nội,Male
365,23,10.2,83.9,56.2,8.0,5.6,4.9,41.8,57.4,2.53,63.37,49.59,CS,TP.HCM,Male
366,30,21.6,79.7,71.5,1.4,6.9,0.0,53.2,73.6,2.69,67.15,63.37,CE,Đà Nẵng,Male
367,20,33.2,89.6,74.0,1.0,5.3,3.2,62.1,100.0,4.0,100.0,81.04,SE,Huế,Male
368,23,22.3,84.2,78.8,8.1,8.3,1.5,55.8,82.2,3.05,76.19,68.97,CE,Hà Nội,Female
369,25,18.2,100.0,60.5,7.9,6.5,2.2,50.0,70.0,2.83,70.74,60.01,SE,Cần Thơ,Female
370,28,32.4,97.3,76.7,7.6,8.1,2.3,71.7,100.0,4.0,100.0,85.85,DS,Huế,Female
371,28,22.4,94.6,75.3,2.4,6.9,3.4,54.7,85.6,3.58,89.56,70.13,CS,Cần Thơ,Female
372,19,20.9,92.6,64.4,10.6,4.8,0.0,57.3,78.6,3.13,78.19,67.98,IT,Hà Nội,Female
373,22,26.2,72.1,78.2,4.1,6.4,2.5,56.3,76.9,3.06,76.41,66.57,AI,Cần Thơ,Female
374,18,31.2,91.6,71.9,6.6,6.4,2.8,54.5,99.7,3.77,94.36,77.11,DS,Hà Nội,Male
375,29,44.1,88.8,87.4,6.6,7.0,1.5,81.5,100.0,3.95,98.73,90.74,CE,Cần Thơ,Male
376,18,31.6,91.1,66.7,10.0,8.8,2.3,57.5,83.4,3.34,83.62,70.46,CS,Huế,Female
377,22,34.3,89.9,81.3,6.3,9.0,1.5,70.3,96.1,3.85,96.34,83.2,SE,Hà Nội,Male
378,29,21.0,89.5,67.9,7.0,6.7,3.3,59.6,89.7,3.55,88.83,74.64,SE,TP.HCM,Male
379,30,16.8,100.0,71.0,5.8,5.5,3.0,41.4,72.0,2.67,66.64,56.68,CS,Huế,Male
380,20,25.5,84.2,84.5,3.0,6.1,2.8,55.4,80.1,2.95,73.64,67.77,CS,Hà Nội,Female
381,21,25.9,94.4,83.5,0.2,7.6,3.5,62.9,90.3,3.91,97.85,76.61,DS,Hà Nội,Female
382,20,,80.3,73.7,6.1,6.9,4.4,47.2,73.5,3.06,76.49,60.35,DS,TP.HCM,Male
383,18,23.6,92.9,76.0,2.5,5.1,1.0,55.7,98.1,4.0,100.0,76.87,DS,Cần Thơ,Male
384,18,28.2,94.4,58.2,6.9,6.4,5.8,61.9,95.2,3.89,97.17,78.55,CS,Đà Nẵng,Female
385,29,27.9,88.6,100.0,6.4,8.6,3.1,56.4,100.0,4.0,100.0,78.19,CS,Hà Nội,Male
386,29,29.0,100.0,90.3,6.3,7.4,1.7,64.5,100.0,3.82,95.47,82.23,DS,Huế,Female
387,30,27.3,76.2,89.8,3.4,7.1,5.9,57.2,81.6,3.56,88.98,69.44,DS,Cần Thơ,Female
388,22,20.9,80.1,56.1,8.6,6.5,1.9,51.2,84.1,3.0,74.91,67.7,CS,Huế,Male
389,23,20.9,87.1,71.1,7.2,6.4,0.7,46.5,82.6,3.43,85.82,64.52,SE,Hà Nội,Female
390,20,15.4,93.8,75.0,3.0,7.7,1.7,53.7,85.3,3.44,85.89,69.5,DS,TP.HCM,Female
391,29,39.3,,51.0,11.2,7.2,1.7,49.4,100.0,4.0,100.0,74.7,DS,TP.HCM,Male
392,26,25.1,97.9,93.3,5.5,7.9,4.1,60.5,90.8,3.61,90.19,75.66,CS,TP.HCM,Female
393,22,23.2,78.4,100.0,2.7,7.7,2.3,54.3,76.2,3.06,76.39,65.23,IT,Cần Thơ,Female
394,25,17.6,73.6,100.0,4.1,7.0,2.7,43.1,68.9,2.37,59.28,56.03,IT,TP.HCM,Male
395,30,48.5,88.1,64.3,2.2,7.5,2.6,64.2,100.0,3.62,90.54,82.08,DS,Cần Thơ,Female
396,18,16.4,84.2,81.8,9.4,6.3,4.2,53.1,72.0,2.95,73.82,62.53,CE,Hà Nội,Male
397,22,21.6,90.4,99.8,8.7,6.9,2.0,52.9,72.0,3.11,77.66,62.43,AI,Hà Nội,Male
398,20,28.3,,76.2,7.8,8.6,2.2,60.0,93.6,3.8,95.03,76.79,IT,Đà Nẵng,Male
399,29,29.8,,71.5,7.4,7.0,1.5,45.8,91.8,3.65,91.14,68.81,CE,Huế,Female
400,18,32.7,84.3,52.0,9.1,6.7,1.9,65.7,99.5,4.0,100.0,82.58,DS,Hà Nội,Male
401,21,39.5,85.3,97.0,5.4,7.3,3.3,74.4,100.0,4.0,100.0,87.22,AI,Cần Thơ,Male
402,30,29.0,82.0,79.7,7.1,5.6,3.6,57.9,86.4,3.59,89.66,72.14,CS,Cần Thơ,Male
403,22,16.6,83.0,69.1,4.0,7.3,5.0,43.1,78.4,2.95,73.63,60.79,CE,Cần Thơ,Female
404,24,22.9,81.0,84.3,5.6,9.0,2.3,57.6,89.8,3.64,91.04,73.68,AI,TP.HCM,Male
405,18,,93.6,82.3,7.1,6.0,2.1,57.5,82.2,3.08,77.1,69.83,DS,Huế,Female
406,20,41.5,86.9,82.5,0.0,7.3,3.1,75.7,100.0,4.0,100.0,87.84,IT,Đà Nẵng,Female
407,19,13.8,100.0,76.7,,7.0,1.8,50.5,77.5,2.88,72.0,63.99,CE,Huế,Female
408,26,34.6,86.6,100.0,6.4,6.9,1.5,47.9,91.1,3.6,89.99,69.5,IT,Huế,Female
409,27,26.4,,78.0,,6.9,3.0,39.1,66.8,2.79,69.75,52.95,CS,Hà Nội,Female
410,23,31.7,100.0,100.0,4.9,7.9,1.9,58.4,81.2,2.99,74.64,69.85,IT,TP.HCM,Female
411,27,24.2,89.1,88.5,7.5,5.7,2.1,59.9,88.1,3.36,83.99,73.98,CE,Hà Nội,Female
412,20,18.3,94.9,85.3,4.2,7.8,3.4,49.2,63.7,2.99,74.86,56.46,SE,TP.HCM,Female
413,25,31.0,90.9,78.3,2.9,7.1,3.0,65.6,92.5,3.89,97.24,79.06,IT,Đà Nẵng,Male
414,25,30.2,91.2,94.6,9.0,4.9,5.5,56.4,97.0,3.95,98.68,76.7,CE,Hà Nội,Female
415,19,32.8,90.4,81.7,8.6,7.5,3.9,78.6,100.0,4.0,100.0,89.3,AI,TP.HCM,Male
416,23,24.9,74.0,66.0,4.5,7.1,1.3,53.4,75.7,2.69,67.22,64.55,IT,TP.HCM,Female
417,24,20.2,88.7,65.5,5.8,6.0,1.9,55.5,87.6,3.63,90.75,71.54,CE,Cần Thơ,Male
418,19,12.5,,86.3,8.1,7.2,0.4,38.0,64.6,2.97,74.35,51.27,AI,Hà Nội,Female
419,28,31.6,83.3,66.4,6.1,5.4,1.0,58.0,88.7,3.45,86.21,73.35,SE,TP.HCM,Male
420,27,28.4,77.7,79.1,7.3,6.2,4.4,61.7,100.0,4.0,100.0,80.83,CS,Cần Thơ,Female
421,19,17.3,88.6,95.9,7.2,7.0,2.1,50.9,79.2,3.08,76.89,65.05,CE,Cần Thơ,Male
422,27,20.7,88.3,84.6,5.2,5.0,0.4,32.9,66.1,2.67,66.67,49.48,SE,Cần Thơ,Female
423,18,21.3,89.8,69.2,7.3,5.6,0.0,58.2,67.2,2.42,60.48,62.67,CE,Hà Nội,Male
424,25,13.1,87.9,100.0,3.6,5.8,0.3,52.6,73.6,3.03,75.73,63.08,DS,Đà Nẵng,Male
425,18,18.5,78.9,88.2,7.0,7.1,1.3,56.2,72.0,2.91,72.77,64.09,AI,Huế,Female
426,26,15.9,82.4,95.3,5.8,7.5,2.5,57.6,74.7,2.94,73.56,66.11,CS,Cần Thơ,Male
427,28,21.7,94.2,46.0,5.1,5.9,1.9,56.8,82.4,3.12,78.07,69.57,SE,Hà Nội,Male
428,23,19.1,95.7,85.0,2.9,5.9,3.5,71.6,69.7,2.83,70.83,70.67,CS,TP.HCM,Female
429,24,12.0,73.5,92.6,6.3,7.2,1.1,46.8,61.3,2.33,58.15,54.03,DS,TP.HCM,Female
430,30,41.2,69.7,100.0,6.1,7.1,4.3,49.1,85.7,3.65,91.24,67.39,DS,Huế,Female
431,27,35.0,77.7,58.0,3.9,6.2,2.3,64.6,92.9,3.77,94.23,78.77,SE,Hà Nội,Male
432,24,18.8,95.5,98.1,2.0,9.2,3.2,61.8,78.4,3.04,75.98,70.11,AI,TP.HCM,Female
433,27,27.2,97.1,100.0,1.9,7.2,1.7,49.6,88.9,3.76,93.89,69.26,SE,Huế,Female
434,20,28.3,75.8,49.7,5.4,6.8,4.0,55.6,87.3,3.41,85.17,71.46,IT,Cần Thơ,Male
435,19,34.5,88.1,87.2,6.8,6.5,0.5,73.2,100.0,4.0,100.0,86.6,DS,Huế,Male
436,26,18.5,100.0,89.3,10.6,8.2,0.6,49.6,60.8,2.45,61.35,55.18,CS,Đà Nẵng,Male
437,25,33.7,89.2,75.1,,7.7,1.0,61.9,100.0,3.62,90.46,80.95,CE,Cần Thơ,Female
438,30,20.6,99.2,72.6,1.9,4.9,4.3,61.2,72.6,3.02,75.53,66.89,CS,TP.HCM,Female
439,29,14.3,95.0,90.0,5.5,6.2,2.1,40.4,69.6,2.77,69.37,55.0,DS,Huế,Male
440,27,30.8,75.9,70.8,9.1,6.5,1.1,59.4,83.4,3.45,86.22,71.42,CS,Hà Nội,Male
441,24,35.3,83.1,76.7,4.3,7.0,2.2,56.7,98.2,3.97,99.24,77.42,AI,Hà Nội,Male
442,26,45.7,85.3,92.2,8.8,7.8,2.8,70.1,98.4,3.98,99.55,84.26,SE,TP.HCM,Female
443,21,15.4,86.0,100.0,6.4,5.7,0.9,51.2,85.4,3.42,85.59,68.31,CE,Cần Thơ,Male
444,30,30.6,94.2,88.1,7.6,6.9,2.7,70.0,96.2,4.0,100.0,83.12,SE,Huế,Female
445,21,21.7,89.1,82.0,10.6,9.0,2.3,57.0,86.7,3.57,89.36,71.87,IT,Đà Nẵng,Male
446,18,31.3,55.6,72.3,1.4,7.0,1.7,52.6,75.2,2.65,66.34,63.87,IT,Cần Thơ,Male
447,25,13.2,,64.8,8.2,6.2,0.6,54.7,81.1,2.94,73.56,67.89,CS,Đà Nẵng,Male
448,29,14.9,63.1,96.6,5.8,5.4,3.8,50.3,53.3,2.22,55.47,51.78,CS,Huế,Female
449,20,18.8,86.8,77.7,3.6,6.4,1.8,37.5,50.1,1.89,47.27,43.84,DS,Hà Nội,Female
450,24,25.6,87.4,97.3,5.7,5.7,0.0,63.6,100.0,4.0,100.0,81.81,CE,Hà Nội,Female
451,29,19.9,87.8,75.1,10.2,6.5,3.0,53.6,69.3,2.84,70.93,61.44,CE,Hà Nội,Female
452,19,30.3,75.4,70.3,,7.7,3.1,58.8,87.9,3.59,89.83,73.36,CE,Hà Nội,Male
453,19,33.2,91.7,86.3,1.0,7.0,3.9,72.6,100.0,3.82,95.4,86.3,IT,TP.HCM,Male
454,24,29.8,92.2,78.9,4.1,6.4,3.1,59.6,90.1,3.72,92.98,74.87,CE,Cần Thơ,Male
455,23,38.0,72.4,61.9,8.4,4.9,2.7,71.0,100.0,4.0,100.0,85.52,CE,Huế,Male
456,20,28.3,70.3,100.0,5.9,8.0,1.8,66.4,94.8,3.6,90.12,80.59,IT,Cần Thơ,Female
457,26,15.3,85.0,70.6,6.0,6.6,1.8,49.7,71.9,2.69,67.2,60.77,AI,TP.HCM,Female
