DeviceType	ActiveHours	PowerUsage	Temperature	SignalStrength	FirmwareAge	Cluster
Plug	18.31	56.88	27.9	-64.46	52	0
Light	14.01	51.87	27.55	-59.53	50	4
Camera	13.04	81.28	42.98	-67.93	39	2
Plug	14.65	37.14	38.05	-59.69	54	0
Plug	14.76	51.61	55.48	-54.1	27	0
Light	15.74	46.02	40.41	-49.21	56	4
Camera	17.59	60.77	44.02	-61.68	28	2
Speaker	10.67	54.825	36.87	-70.35	7	3
Speaker	9.52	48.63	41.2	-44.62	56	3
Light	8.96	54.825	19.66	-50.65	40	4
Plug	16.81	40.57	35.02	-60.64	26	0
Light	14.77	74.57	36.69	-51.75	43	4
Plug	20.58	43.02	32.33	-59.09	5	0
Camera	11.07	75.39	40.81	-54.76	56	2
Sensor	10.29	75.26	43.42	-90.0	46	1
Plug	14.55	50.65	39.39	-46.6	60	0
Speaker	15.28	32.62	37.12	-54.61	43	3
Sensor	14.86	69.46	39.8	-65.15	35	1
Plug	15.11	45.55	46.3	-62.86	55	0
Sensor	9.12	79.61	36.84	-61.47	54	1
Light	14.32	110.77	45.61	-68.5	4	4
Plug	12.57	57.35	41.61	-56.87	40	0
Sensor	18.26	57.23	41.05	-38.7	16	1
Sensor	6.66	63.91	39.62	-49.74	18	1
Plug	8.96	67.28	50.91	-67.5	31	0
Plug	16.66	110.56	43.95	-30.46	37	0
Light	11.96	47.21	30.41	-70.12	52	4
Plug	18.82	42.53	27.1	-72.93	19	0
Speaker	11.04	70.23	36.3	-55.21	10	3
Light	15.35	35.78	43.42	-56.01	59	4
Speaker	7.07	48.52	32.13	-49.23	42	3
Light	11.3	72.63	45.94	-71.6	60	4
Speaker	18.32	89.25	41.89	-50.03	34	3
Light	18.35	119.59	33.1	-60.07	5	4
Speaker	11.48	7.54	27.34	-63.61	4	3
Plug	7.82	52.41	49.4	-47.41	15	0
Light	12.84	61.08	40.19	-52.1	60	4
Camera	13.95	36.51	26.86	-63.12	30	2
Plug	18.1	74.1	32.27	-44.2	3	0
Sensor	16.93	78.27	37.13	-59.34	48	1
Sensor	2.19	61.2	58.37	-66.49	20	1
Plug	11.47	89.81	54.4	-51.43	60	0
Speaker	16.24	89.72	27.51	-60.18	36	3
Camera	10.31	26.18	42.19	-57.72	48	2
Camera	12.45	82.26	29.81	-58.28	50	2
Speaker	14.19	65.15	50.38	-49.58	8	3
Plug	17.89	47.34	43.53	-61.16	34	0
Light	11.75	44.57	25.81	-60.42	55	4
Camera	18.22	67.09	31.11	-67.88	21	2
Plug	10.47	40.52	37.25	-41.25	36	0
Plug	17.64	20.26	33.34	-56.92	14	0
Light	11.58	44.86	41.82	-41.73	52	4
Speaker	10.75	53.03	23.82	-48.66	20	3
Light	13.56	48.51	45.47	-62.66	9	4
Light	13.44	42.75	27.42	-57.63	3	4
Sensor	11.93	28.32	21.23	-63.12	3	1
Speaker	11.19	51.31	37.84	-49.63	17	3
Speaker	10.12	67.03	50.62	-65.43	12	3
Camera	14.55	72.25	38.86	-62.19	49	2
Camera	10.94	94.0	46.47	-60.97	50	2
Speaker	12.51	69.01	29.65	-71.14	50	3
Sensor	12.06	43.4	38.5	-55.46	42	1
Sensor	18.91	75.35	38.86	-73.13	46	1
Camera	14.99	44.75	32.62	-67.73	17	2
Light	11.93	38.63	39.92	-43.41	11	4
Speaker	8.3	54.825	38.02	-68.31	60	3
Speaker	13.11	50.43	43.24	-46.75	38	3
Plug	9.73	36.44	26.32	-65.47	25	0
Camera	10.96	73.09	37.88	-55.18	9	2
Speaker	13.16	5.0	20.7	-64.82	15	3
Light	13.25	51.36	35.61	-62.92	30	4
Sensor	9.85	58.64	35.19	-66.29	35	1
Camera	16.82	49.42	30.85	-62.25	38	2
Camera	6.04	57.18	39.45	-78.29	20	2
Speaker	15.72	84.14	31.92	-43.87	27	3
Sensor	15.62	38.98	30.27	-75.23	52	1
Plug	18.63	53.41	27.85	-42.23	57	0
Camera	14.42	63.37	27.51	-65.41	10	2
Light	11.07	65.34	46.32	-61.31	6	4
Sensor	13.77	60.42	26.57	-58.97	60	1
Plug	12.33	77.66	37.97	-54.86	42	0
Plug	12.69	59.78	45.42	-62.91	28	0
Sensor	12.79	48.59	39.68	-51.2	30	1
Speaker	7.63	68.51	23.09	-60.49	49	3
Speaker	15.51	96.81	28.74	-66.02	52	3
Light	6.82	45.44	27.25	-51.52	46	4
Plug	5.83	53.54	33.82	-57.95	25	0
Camera	3.66	59.93	41.73	-57.08	42	2
Camera	6.75	31.68	32.25	-50.09	20	2
Light	8.21	57.22	28.16	-65.41	46	4
Plug	9.71	5.0	40.66	-37.18	43	0
Plug	9.74	55.82	33.74	-54.04	4	0
Light	15.56	69.5	44.71	-52.12	58	4
Speaker	15.66	37.92	42.58	-51.44	33	3
Plug	7.56	78.66	39.94	-57.7	56	0
Plug	11.96	56.73	39.51	-70.77	42	0
Light	9.25	68.62	29.38	-57.43	1	4
Light	16.57	65.53	34.95	-55.08	59	4
Plug	9.37	26.41	44.4	-62.29	44	0
Camera	10.47	75.17	52.4	-43.52	44	2
Light	8.39	48.6	36.55	-77.75	3	4
Speaker	12.56	36.33	53.73	-64.81	54	3
Camera	7.61	72.8	27.87	-50.43	27	2
Light	12.03	27.51	28.4	-69.89	3	4
Plug	17.24	45.13	47.7	-40.48	50	0
Camera	17.14	58.93	41.3	-65.56	18	2
Sensor	13.72	31.71	38.37	-52.78	47	1
Plug	12.41	74.87	35.07	-65.34	44	0
Light	7.91	54.825	43.69	-25.0	13	4
Light	11.66	79.1	24.92	-69.09	54	4
Plug	17.02	36.14	52.62	-52.69	20	0
Light	11.98	12.59	36.56	-68.5	18	4
Camera	10.03	54.825	45.77	-49.65	27	2
Plug	10.06	85.66	32.73	-48.54	59	0
Light	12.88	43.33	32.84	-59.91	34	4
Sensor	13.49	35.43	40.85	-43.68	21	1
Speaker	15.62	64.24	40.33	-52.42	15	3
Plug	5.61	48.24	22.22	-58.2	6	0
Sensor	12.83	49.67	53.7	-69.16	30	1
Plug	11.96	71.02	49.77	-49.05	11	0
Sensor	15.94	51.62	43.68	-48.3	39	1
Camera	8.24	66.78	38.64	-44.54	19	2
Light	13.73	87.63	30.84	-54.94	17	4
Camera	10.19	47.45	53.91	-57.69	58	2
Sensor	10.9	38.3	42.71	-47.14	4	1
Light	10.26	13.02	44.23	-62.02	5	4
Light	10.11	33.07	34.27	-49.73	55	4
Plug	13.45	54.825	44.72	-50.63	16	0
Plug	8.64	15.02	34.48	-64.44	43	0
Camera	5.02	45.7	38.75	-74.66	57	2
Camera	11.81	40.56	44.81	-61.32	6	2
Light	14.4	58.32	30.71	-58.11	35	4
Light	7.28	68.52	33.78	-65.89	6	4
Light	6.57	32.66	38.95	-59.69	44	4
Plug	11.9	98.27	56.38	-76.15	56	0
Sensor	12.59	32.5	35.39	-44.66	52	1
Camera	13.7	43.19	43.36	-54.87	27	2
Light	19.32	50.4	35.77	-62.74	25	4
Speaker	12.41	57.15	33.61	-73.25	30	3
Plug	16.34	41.96	27.4	-66.14	39	0
Plug	12.36	54.825	36.92	-64.0	26	0
Plug	14.0	45.34	38.77	-52.16	21	0
Speaker	13.97	47.51	43.49	-68.06	54	3
Speaker	16.27	25.67	47.33	-48.74	55	3
Speaker	6.88	59.11	38.05	-57.34	2	3
Camera	8.17	51.14	43.15	-58.45	31	2
Plug	8.74	65.88	45.44	-58.6	15	0
Plug	8.37	94.29	29.07	-37.99	33	0
Speaker	10.28	34.57	41.1	-81.88	47	3
Sensor	15.66	55.73	19.89	-54.18	28	1
Light	10.7	50.35	31.16	-67.71	25	4
Light	10.62	50.52	55.28	-69.46	44	4
Sensor	15.75	66.32	36.95	-25.0	25	1
Sensor	7.52	45.87	49.46	-61.7	42	1
Plug	11.96	63.17	48.54	-60.04	54	0
Light	11.07	54.89	41.7	-67.11	46	4
Speaker	4.26	87.6	39.08	-63.7	59	3
Sensor	5.66	46.53	48.28	-62.09	38	1
Speaker	15.71	82.84	49.77	-50.72	46	3
Camera	11.94	40.82	45.25	-49.29	11	2
Light	10.3	72.24	28.74	-26.24	58	4
Light	14.81	52.31	47.64	-61.83	54	4
Camera	12.3	30.31	39.35	-72.92	11	2
Plug	14.39	51.1	54.36	-65.91	31	0
Speaker	11.46	45.84	41.14	-66.82	15	3
Speaker	8.49	40.57	48.62	-45.15	16	3
Camera	15.26	63.16	42.65	-59.68	43	2
Sensor	11.71	48.3	39.97	-39.88	27	1
Light	12.77	50.23	50.18	-48.5	4	4
Plug	10.95	47.47	49.64	-51.26	14	0
Plug	17.09	32.27	34.17	-75.68	22	0
Plug	7.13	23.34	48.5	-70.21	38	0
Light	8.38	48.91	46.19	-60.64	58	4
Speaker	9.61	35.31	47.26	-42.39	58	3
Speaker	5.4	70.58	37.7	-60.89	49	3
Plug	9.21	57.61	24.28	-42.13	58	0
Light	10.25	50.06	38.15	-46.5	29	4
Light	8.63	59.26	43.65	-58.53	53	4
Camera	13.5	12.22	43.73	-60.0	4	2
Light	17.48	47.32	37.0	-49.85	31	4
Light	11.59	45.74	32.91	-65.49	5	4
Plug	15.6	58.95	58.08	-40.15	37	0
Plug	1.0	62.67	49.62	-48.99	26	0
Plug	11.16	48.3	31.9	-59.39	22	0
Light	13.11	30.48	33.27	-57.17	16	4
Plug	12.52	76.13	19.81	-60.68	38	0
Light	11.82	29.63	35.03	-55.59	31	4
Speaker	13.0	60.01	42.37	-47.71	29	3
Speaker	20.22	55.95	40.5	-46.22	8	3
Plug	13.62	31.72	33.93	-60.49	35	0
Speaker	11.41	69.55	54.36	-74.77	56	3
Sensor	4.62	68.6	46.33	-39.26	57	1
Plug	14.09	64.53	50.45	-46.28	31	0
Light	14.34	88.32	33.89	-67.87	49	4
Camera	15.6	93.16	50.5	-63.22	8	2
Plug	14.46	72.8	48.63	-42.07	19	0
Light	13.01	54.5	18.37	-48.37	14	4
Plug	11.94	67.75	14.29	-71.33	45	0
Camera	9.15	88.12	37.14	-69.6	56	2
Light	19.6	37.99	41.3	-52.97	20	4
Light	20.91	55.97	26.9	-42.48	3	4
Light	15.57	17.91	40.22	-57.54	17	4
Light	6.24	30.32	41.72	-47.53	32	4
Camera	12.46	40.66	24.77	-66.85	15	2
Plug	7.39	77.83	34.51	-51.14	53	0
Camera	11.63	51.71	37.97	-80.68	59	2
Camera	6.82	31.99	37.37	-57.48	35	2
Camera	15.11	54.825	43.98	-72.7	32	2
Light	11.31	70.45	36.24	-61.8	45	4
Camera	10.05	62.19	32.52	-69.46	6	2
Plug	9.83	54.825	55.7	-44.55	4	0
Plug	15.61	37.87	39.26	-49.43	34	0
Camera	3.03	74.9	38.55	-42.26	5	2
Plug	10.83	70.05	41.08	-48.6	50	0
Sensor	4.6	53.99	52.22	-81.18	32	1
Light	8.96	55.87	28.76	-38.23	48	4
Plug	9.82	66.18	31.06	-45.91	56	0
Light	21.18	67.32	45.97	-74.02	57	4
Camera	11.96	54.8	50.73	-57.69	33	2
Camera	17.45	68.7	36.26	-48.61	51	2
Sensor	10.31	47.78	26.28	-61.93	41	1
Light	13.69	41.17	47.52	-68.74	32	4
Light	9.02	50.91	28.71	-51.3	40	4
Sensor	6.89	23.26	45.5	-75.14	42	1
Speaker	15.95	49.15	35.82	-33.1	21	3
Plug	17.28	83.85	44.22	-58.87	37	0
Plug	16.37	87.53	37.79	-79.15	44	0
Camera	17.07	5.0	53.28	-60.76	45	2
Light	9.24	35.23	37.88	-45.57	18	4
Light	13.99	69.31	53.59	-51.07	6	4
Light	9.06	54.28	41.81	-49.66	54	4
Sensor	15.05	75.21	41.52	-60.18	19	1
Sensor	13.75	35.89	51.06	-75.78	55	1
Plug	15.93	64.96	28.88	-41.44	50	0
Light	14.94	39.51	29.66	-40.32	6	4
Plug	12.27	50.9	29.65	-41.33	46	0
Plug	9.98	45.1	41.44	-60.47	23	0
Speaker	13.44	55.78	45.25	-36.53	38	3
Plug	8.13	33.51	43.28	-58.21	43	0
Camera	11.57	38.63	45.25	-81.75	7	2
Camera	14.54	55.21	42.47	-59.3	43	2
Light	11.99	54.825	36.07	-56.71	20	4
Light	12.86	56.15	49.39	-47.31	54	4
Sensor	16.48	34.42	30.62	-33.92	55	1
Light	14.11	32.39	44.32	-44.54	55	4
Light	10.42	59.15	23.56	-50.73	53	4
Plug	10.47	55.27	23.61	-77.35	43	0
Light	10.89	68.53	34.87	-38.52	6	4
Plug	10.48	5.0	51.89	-25.0	3	0
Plug	13.99	27.22	43.71	-38.12	40	0
Plug	17.35	58.1	53.99	-54.97	33	0
Plug	13.2	32.15	26.0	-64.7	29	0
Camera	10.66	78.45	43.71	-59.33	38	2
Camera	13.17	22.14	44.0	-54.85	7	2
Light	4.04	28.07	43.74	-63.46	22	4
Light	8.82	52.45	45.49	-62.52	13	4
Speaker	8.66	43.74	38.43	-77.37	55	3
Camera	16.66	63.92	33.92	-72.52	47	2
Camera	2.24	112.43	40.41	-52.5	13	2
Plug	17.71	46.01	35.26	-51.79	9	0
Plug	14.9	77.8	44.42	-63.91	26	0
Light	11.67	65.19	41.86	-65.59	4	4
Speaker	14.04	8.15	38.72	-68.0	14	3
Camera	6.55	19.24	44.96	-83.18	55	2
Camera	9.95	59.25	26.8	-66.26	42	2
Light	12.68	41.96	34.17	-67.75	51	4
Plug	9.5	45.25	43.33	-68.54	24	0
Light	8.42	59.55	32.83	-58.05	58	4
Plug	11.26	76.93	48.83	-56.58	26	0
Sensor	12.66	51.35	33.28	-56.64	10	1
Speaker	18.66	54.09	41.34	-73.17	49	3
Sensor	9.65	60.92	43.13	-47.18	54	1
Speaker	11.02	92.8	28.8	-61.38	38	3
Plug	9.51	29.37	27.69	-48.66	12	0
Light	17.79	55.64	45.98	-53.3	41	4
Sensor	14.78	82.64	38.51	-71.96	51	1
Plug	8.66	85.05	32.92	-32.49	28	0
Speaker	13.76	41.79	22.21	-85.7	59	3
Camera	16.68	31.75	31.82	-65.51	2	2
Plug	18.21	41.37	40.83	-56.1	49	0
Camera	13.31	68.37	47.74	-45.49	17	2
Plug	10.84	107.46	55.15	-57.35	3	0
Plug	14.06	17.39	36.23	-48.12	1	0
Speaker	7.41	47.56	36.86	-60.88	41	3
Plug	8.21	48.34	50.72	-49.05	5	0
Camera	12.79	37.85	25.97	-54.68	35	2
Camera	18.09	61.87	29.46	-63.17	10	2
Plug	9.81	22.28	42.43	-67.41	57	0
Sensor	14.11	32.58	49.71	-43.01	29	1
Camera	5.39	109.27	33.07	-54.06	43	2
Plug	12.2	81.04	24.1	-64.57	55	0
Speaker	12.68	99.67	31.38	-69.85	3	3
Sensor	10.67	91.54	30.06	-59.26	12	1
Camera	11.26	42.35	44.65	-70.55	34	2
Speaker	8.96	19.31	34.41	-71.6	5	3
Light	11.81	55.48	37.52	-48.14	55	4
Light	15.62	67.02	32.51	-67.07	56	4
Light	3.97	19.19	29.34	-77.03	32	4
Camera	9.75	69.94	42.7	-78.76	52	2
Light	13.84	42.41	42.21	-70.89	4	4
Speaker	7.73	42.11	32.08	-87.28	51	3
Speaker	5.08	63.79	45.69	-65.21	11	3
Camera	13.72	24.64	26.94	-59.25	3	2
Camera	23.98	55.73	30.73	-50.1	17	2
Plug	9.19	66.28	37.38	-63.92	33	0
Speaker	7.98	39.41	36.57	-60.05	8	3
Plug	9.09	61.45	17.22	-62.09	2	0
Light	10.2	42.4	23.63	-64.31	55	4
Camera	15.6	73.38	27.82	-69.02	54	2
Plug	7.64	75.59	43.32	-52.03	45	0
Plug	11.96	63.58	49.46	-62.41	2	0
Camera	11.41	66.73	18.39	-58.03	19	2
Camera	10.58	77.8	38.2	-59.57	4	2
Camera	15.3	69.87	28.23	-25.86	48	2
Speaker	13.44	66.19	30.88	-35.77	55	3
Light	12.78	54.825	44.15	-43.69	54	4
Camera	6.75	99.07	26.61	-63.13	23	2
Plug	10.38	54.825	57.61	-67.62	42	0
Speaker	13.62	51.07	37.57	-63.21	23	3
Light	13.17	76.61	39.07	-48.25	33	4
Camera	6.06	48.24	39.88	-64.36	49	2
Light	10.87	36.96	31.73	-46.82	42	4
Camera	11.92	92.59	39.0	-66.0	37	2
Speaker	21.99	14.95	29.55	-37.15	38	3
Speaker	14.06	29.14	40.25	-48.39	53	3
Camera	13.99	77.8	41.6	-62.93	34	2
Plug	14.87	51.48	44.03	-57.7	25	0
Plug	11.35	41.22	43.2	-61.1	8	0
Light	13.82	33.45	28.05	-46.2	23	4
Speaker	8.25	11.13	44.81	-71.91	15	3
Speaker	13.68	56.93	37.63	-32.92	46	3
Plug	12.31	51.02	30.02	-50.63	48	0
Speaker	7.13	35.7	41.43	-69.12	26	3
Camera	14.44	54.825	38.67	-51.75	26	2
Plug	10.0	53.62	40.33	-72.82	14	0
Plug	6.48	56.32	48.38	-75.97	13	0
Light	15.36	73.01	37.08	-46.8	2	4
Sensor	14.62	56.5	35.93	-44.76	16	1
Plug	9.63	35.37	27.03	-61.07	3	0
Plug	11.85	57.05	45.56	-63.02	21	0
Speaker	13.21	60.98	50.37	-67.26	28	3
Light	5.59	53.34	33.19	-42.41	36	4
Plug	9.09	35.43	42.06	-59.69	11	0
Speaker	9.35	51.23	35.9	-68.02	15	3
Camera	9.31	35.98	38.3	-58.33	26	2
Sensor	15.32	54.825	26.97	-56.38	41	1
Camera	11.58	40.16	16.64	-59.01	52	2
Sensor	17.37	30.24	39.71	-63.22	4	1
Light	7.7	60.4	28.72	-46.03	10	4
Plug	9.36	64.19	37.98	-73.35	45	0
Speaker	11.96	9.19	43.43	-57.69	8	3
Plug	14.42	58.09	43.78	-63.16	51	0
Plug	12.25	62.42	39.8	-64.82	51	0
Camera	13.19	42.52	43.77	-69.28	47	2
Plug	22.5	45.91	38.94	-47.44	36	0
Sensor	15.12	110.66	44.39	-61.49	25	1
Speaker	13.61	50.19	31.36	-59.23	60	3
Speaker	14.67	41.77	40.33	-49.66	46	3
Camera	10.74	65.69	51.54	-48.02	19	2
Light	7.32	38.62	29.93	-57.2	38	4
Speaker	14.09	53.76	20.87	-66.99	22	3
Plug	13.83	97.76	29.72	-79.19	30	0
Plug	5.67	17.05	36.26	-45.21	47	0
Plug	6.86	33.34	41.48	-41.92	43	0
Light	8.62	44.14	46.58	-45.19	43	4
Camera	10.73	44.64	47.72	-55.73	27	2
Plug	10.93	88.11	42.98	-66.9	12	0
Sensor	15.63	43.28	24.95	-72.44	5	1
Light	12.97	23.1	45.52	-55.84	6	4
Sensor	5.53	52.94	46.51	-58.78	34	1
Sensor	13.26	80.87	24.99	-48.62	55	1
Light	10.51	31.45	30.12	-66.05	5	4
Plug	9.1	12.01	32.28	-65.12	20	0
Sensor	8.99	60.74	47.61	-56.35	59	1
Speaker	4.49	62.45	51.49	-47.69	59	3
Plug	19.72	56.69	31.09	-57.13	6	0
Plug	19.55	67.79	27.26	-65.04	51	0
Speaker	4.82	46.13	29.02	-53.98	26	3
Plug	7.12	32.12	52.09	-69.9	20	0
Speaker	9.45	21.42	31.1	-75.97	18	3
Sensor	9.93	57.95	56.98	-58.82	12	1
Speaker	15.68	74.97	43.04	-76.54	14	3
Camera	9.91	48.26	25.81	-62.22	4	2
Light	8.35	40.17	31.51	-65.23	23	4
Speaker	13.97	38.41	37.51	-55.6	53	3
Plug	11.19	84.72	40.03	-30.69	29	0
Camera	4.66	55.93	34.87	-69.97	7	2
Speaker	11.39	54.33	41.87	-74.99	5	3
Plug	14.62	71.99	56.63	-67.12	53	0
Plug	14.16	98.3	23.09	-59.33	57	0
Light	11.46	77.23	32.31	-46.97	45	4
Light	15.0	60.24	32.18	-62.37	53	4
Plug	12.51	77.69	40.42	-70.68	25	0
Speaker	13.86	59.6	30.31	-50.73	17	3
Light	13.92	52.31	48.28	-71.23	2	4
Plug	22.31	76.08	42.53	-74.14	35	0
Speaker	16.5	56.02	27.85	-47.08	22	3
Plug	13.31	81.23	41.55	-46.1	25	0
Speaker	11.75	71.3	33.1	-67.24	1	3
Speaker	8.33	72.86	35.58	-41.07	24	3
Plug	14.45	65.59	36.32	-64.41	47	0
Plug	8.73	55.92	39.79	-51.13	25	0
Light	14.58	68.43	48.07	-62.02	35	4
Light	12.57	72.93	34.95	-52.13	12	4
Plug	3.29	39.33	32.76	-67.11	34	0
Plug	10.87	76.96	39.19	-52.54	33	0
Plug	12.27	19.23	29.48	-54.8	33	0
Sensor	16.49	58.79	29.74	-49.04	47	1
Camera	13.14	52.58	49.11	-77.91	9	2
Camera	12.24	37.54	32.02	-54.43	41	2
Light	10.41	58.96	56.17	-44.06	59	4
Plug	17.45	53.26	23.16	-61.35	20	0
Plug	9.32	61.13	36.05	-38.62	42	0
Camera	8.78	46.43	37.9	-43.51	19	2
Sensor	14.91	72.75	50.46	-73.34	30	1
Light	17.42	79.47	45.91	-54.53	11	4
Sensor	6.36	65.73	29.18	-63.02	39	1
Light	11.24	46.03	36.85	-50.48	57	4
Plug	15.47	55.97	37.17	-58.47	13	0
Light	15.07	42.23	31.99	-76.22	52	4
Plug	10.9	47.7	35.02	-64.61	59	0
Plug	6.03	23.39	29.63	-42.15	14	0
Sensor	11.17	54.825	39.53	-71.61	1	1
Camera	15.87	46.63	35.22	-66.09	55	2
Camera	9.87	49.21	27.54	-66.55	51	2
Light	18.41	63.53	43.57	-44.05	33	4
Sensor	15.46	52.69	46.17	-48.07	40	1
Sensor	19.76	13.19	52.88	-76.47	50	1
Camera	18.0	22.52	45.96	-65.3	10	2
Plug	13.9	90.34	47.42	-69.77	15	0
Camera	8.43	44.82	40.97	-58.21	56	2
Light	14.2	84.45	51.18	-60.33	9	4
Speaker	9.59	29.55	49.56	-63.79	36	3
Sensor	11.28	55.79	25.9	-70.37	32	1
Light	9.39	69.28	38.56	-84.23	6	4
Speaker	12.75	7.59	44.89	-59.39	11	3
Speaker	11.36	35.42	40.89	-44.26	22	3
Light	11.16	59.54	34.68	-75.07	39	4
Plug	7.12	16.68	31.01	-74.82	46	0
Light	10.57	47.08	47.96	-58.81	37	4
Light	5.86	32.86	41.53	-39.28	21	4
Speaker	13.14	59.04	46.83	-68.77	10	3
Sensor	13.52	54.825	45.69	-80.75	54	1
Sensor	14.56	54.18	38.68	-48.89	35	1
Light	9.04	64.28	36.05	-49.92	8	4
Speaker	9.08	59.39	46.38	-42.66	1	3
Light	19.67	77.43	44.05	-65.78	15	4
Camera	20.48	84.63	37.87	-67.81	21	2
Camera	2.47	89.31	34.38	-67.72	31	2
Light	11.04	46.88	25.89	-59.76	17	4
Camera	10.23	27.92	20.8	-73.32	16	2
Plug	14.73	66.59	36.1	-63.31	43	0
Plug	15.43	71.57	27.94	-51.93	51	0
Plug	4.3	41.2	33.41	-49.66	58	0
Light	11.2	80.75	45.62	-70.52	13	4
Plug	10.25	14.14	26.7	-79.36	58	0
Speaker	7.56	73.45	35.93	-57.44	33	3
Plug	8.84	42.29	29.24	-59.41	34	0
Sensor	8.35	19.86	35.27	-77.48	19	1
Plug	19.8	10.66	19.87	-58.64	8	0
Plug	15.97	23.47	33.42	-58.51	15	0
Plug	14.52	101.23	23.07	-57.91	41	0
Plug	12.94	46.88	30.56	-62.34	3	0
Camera	16.39	102.69	35.76	-48.89	27	2
Sensor	16.91	68.07	41.35	-44.96	42	1
Camera	3.87	62.86	37.01	-40.47	49	2
Plug	13.62	70.8	43.41	-63.96	47	0
Sensor	13.92	26.32	29.55	-53.31	46	1
Light	15.33	67.87	42.66	-42.22	15	4
Plug	15.62	74.09	38.68	-46.22	22	0
Light	15.02	52.32	32.33	-76.9	30	4
Plug	10.59	74.49	45.46	-70.07	6	0
Camera	8.59	34.54	35.19	-41.65	7	2
Speaker	13.52	40.44	27.97	-71.9	5	3
Camera	14.39	108.97	39.23	-50.82	26	2
Plug	13.54	52.34	50.7	-57.86	19	0
Camera	9.65	5.0	39.99	-59.73	53	2
Light	2.33	87.39	30.19	-64.15	19	4
Plug	13.3	60.99	35.56	-59.51	59	0
Camera	11.96	56.82	34.26	-61.57	35	2
Plug	12.51	77.73	48.89	-81.08	3	0
Light	16.27	53.76	27.54	-68.05	40	4
Sensor	9.86	54.5	26.12	-56.59	19	1
Plug	13.05	51.82	30.05	-41.19	20	0
Light	9.25	49.63	25.07	-75.59	23	4
Sensor	11.41	45.42	32.89	-61.69	38	1
Speaker	10.04	48.26	42.11	-75.87	55	3
Sensor	17.98	15.47	53.76	-59.06	52	1
Light	18.51	32.06	43.64	-46.96	9	4
Camera	14.26	56.05	46.95	-40.54	32	2
Camera	8.28	39.62	32.75	-61.01	51	2
Camera	14.06	33.41	30.71	-47.25	22	2
Plug	15.53	68.97	35.89	-63.05	25	0
Plug	11.85	60.86	46.1	-58.57	28	0
Light	8.33	71.69	30.71	-60.35	38	4
Speaker	8.54	21.81	33.58	-59.94	46	3
Light	9.03	60.32	47.57	-58.86	4	4
Camera	10.78	47.8	46.91	-48.06	18	2
Plug	9.77	69.6	32.7	-44.25	31	0
Camera	15.9	54.825	48.66	-33.92	7	2
Plug	11.58	36.92	34.32	-72.79	58	0
Light	11.29	42.15	49.42	-54.31	18	4
Camera	12.06	63.95	32.77	-43.5	40	2
Light	13.93	52.68	36.73	-59.08	14	4
Camera	16.63	64.08	46.22	-37.06	24	2
Light	7.99	54.6	21.99	-56.66	59	4
Speaker	8.08	69.11	51.31	-34.01	54	3
Sensor	12.49	31.09	50.46	-52.5	22	1
Speaker	11.96	77.02	41.15	-58.86	31	3
Sensor	7.73	27.01	45.6	-57.34	15	1
Sensor	17.67	43.11	31.47	-58.93	43	1
Light	7.02	12.32	55.44	-49.16	44	4
Plug	15.05	25.12	33.33	-53.12	41	0
Plug	12.41	37.49	26.5	-57.01	5	0
Speaker	6.92	54.825	30.55	-72.74	51	3
Sensor	12.57	74.03	48.44	-48.0	38	1
Light	10.98	78.75	57.27	-63.48	7	4
Speaker	7.58	67.31	40.41	-46.72	57	3
Plug	11.86	36.1	27.34	-54.48	59	0
Plug	14.22	39.89	48.98	-85.42	38	0
Light	15.38	57.21	25.69	-67.15	10	4
Sensor	9.45	91.63	39.45	-33.01	31	1
Camera	7.07	49.66	42.94	-50.03	36	2
Speaker	16.65	32.38	40.1	-46.07	35	3
Camera	15.2	80.13	43.55	-39.85	45	2
Speaker	15.35	18.3	48.06	-38.22	48	3
Light	13.12	34.36	47.44	-47.77	13	4
Speaker	5.9	81.61	45.92	-45.6	32	3
Light	15.3	61.84	13.99	-79.42	24	4
Plug	17.08	31.36	33.84	-65.35	39	0
Sensor	7.61	34.51	34.5	-46.84	44	1
Speaker	19.58	46.73	41.27	-49.8	41	3
Plug	11.3	73.71	40.19	-40.37	24	0
Camera	12.36	64.73	26.61	-44.18	10	2
Light	11.96	71.48	38.81	-60.63	58	4
Plug	13.33	51.0	24.39	-36.74	42	0
Light	9.59	62.1	42.81	-58.95	2	4
Sensor	11.47	29.28	63.35	-54.34	18	1
Speaker	13.63	39.5	29.06	-58.06	23	3
Plug	11.34	75.56	26.42	-52.74	33	0
Speaker	12.89	62.02	34.83	-52.19	21	3
Plug	12.93	54.97	50.99	-47.63	57	0
Camera	17.78	58.47	55.89	-44.13	58	2
Plug	6.46	80.7	34.86	-34.37	57	0
Speaker	4.4	76.88	41.35	-47.48	43	3
Camera	6.29	34.05	31.8	-73.32	27	2
Plug	12.76	73.27	47.27	-51.98	31	0
Light	12.68	61.17	30.03	-71.47	41	4
Light	14.74	24.81	27.12	-64.85	11	4
Speaker	12.93	73.76	22.91	-41.69	19	3
Camera	6.91	88.99	23.56	-50.74	51	2
Light	9.78	69.25	35.87	-63.14	50	4
Camera	10.98	62.09	34.41	-35.86	39	2
Plug	13.53	69.83	33.93	-58.93	53	0
Plug	10.2	22.69	39.39	-63.27	43	0
Light	14.02	91.04	40.6	-39.55	18	4
Camera	7.67	36.93	30.9	-73.34	38	2
